Cycle No.	Current
Cycle	A
548	1.126708984375E-4
549	8.81958007812503E-6
549	1.1248779296875E-4
550	8.66699218750003E-6
550	1.1224365234375E-4
551	8.85009765625E-6
551	1.121826171875E-4
552	8.697509765625E-6
552	1.1224365234375E-4
553	8.72802734374997E-6
553	1.12091064453125E-4
554	8.697509765625E-6
554	1.11968994140625E-4
555	8.88061523437497E-6
555	1.1181640625E-4
556	8.57543945312497E-6
556	1.11785888671875E-4
557	8.697509765625E-6
557	1.11724853515625E-4
558	8.697509765625E-6
558	1.1163330078125E-4
559	8.81958007812503E-6
559	1.11572265625E-4
560	8.91113281249995E-6
560	1.11480712890625E-4
561	8.81958007812503E-6
561	1.11297607421875E-4
562	8.85009765625E-6
562	1.11328125E-4
563	8.60595703124994E-6
563	1.11053466796875E-4
564	8.697509765625E-6
564	1.11175537109375E-4
565	8.85009765625E-6
565	1.1114501953125E-4
566	8.85009765625E-6
566	1.10931396484375E-4
567	8.66699218750003E-6
567	1.1090087890625E-4
568	8.63647460937506E-6
568	1.10626220703125E-4
569	8.57543945312497E-6
569	1.1065673828125E-4
570	8.72802734374997E-6
570	1.10565185546875E-4
571	8.60595703124994E-6
571	1.10382080078125E-4
572	8.66699218750003E-6
572	1.1029052734375E-4
573	8.72802734374997E-6
573	1.103515625E-4
574	8.60595703124994E-6
574	1.102294921875E-4
575	8.697509765625E-6
575	1.10076904296875E-4
576	8.697509765625E-6
576	1.10015869140625E-4
577	8.392333984375E-6
577	1.09527587890625E-4
578	8.392333984375E-6
578	1.09588623046875E-4
579	8.42285156249997E-6
579	1.09710693359375E-4
580	8.544921875E-6
580	1.09649658203125E-4
581	8.75854492187495E-6
581	1.09588623046875E-4
582	8.72802734374997E-6
582	1.0955810546875E-4
583	8.60595703124994E-6
583	1.0931396484375E-4
584	8.63647460937506E-6
584	1.09283447265625E-4
585	8.544921875E-6
585	1.09161376953125E-4
586	8.75854492187495E-6
586	1.09161376953125E-4
587	8.63647460937506E-6
587	1.09161376953125E-4
588	8.75854492187495E-6
588	1.0882568359375E-4
589	8.63647460937506E-6
589	1.0888671875E-4
590	8.697509765625E-6
590	1.087646484375E-4
591	8.57543945312497E-6
591	1.0870361328125E-4
592	8.63647460937506E-6
592	1.08612060546875E-4
593	8.51440429687503E-6
593	1.0858154296875E-4
594	8.48388671875005E-6
594	1.08489990234375E-4
595	8.60595703124994E-6
595	1.08551025390625E-4
596	8.78906250000006E-6
596	1.085205078125E-4
597	8.81958007812503E-6
597	1.08306884765625E-4
598	8.60595703124994E-6
598	1.080322265625E-4
599	8.392333984375E-6
599	1.07940673828125E-4
600	8.63647460937506E-6
600	1.0797119140625E-4
601	8.60595703124994E-6
601	1.0784912109375E-4
602	8.66699218750003E-6
602	1.07818603515625E-4
603	8.63647460937506E-6
603	1.07879638671875E-4
604	8.75854492187495E-6
604	1.0784912109375E-4
605	8.57543945312497E-6
605	1.07574462890625E-4
606	8.57543945312497E-6
606	1.07696533203125E-4
607	8.60595703124994E-6
607	1.0748291015625E-4
608	8.72802734374997E-6
608	1.075439453125E-4
609	8.57543945312497E-6
609	1.07391357421875E-4
610	8.57543945312497E-6
610	1.0748291015625E-4
611	8.85009765625E-6
611	1.07330322265625E-4
612	8.544921875E-6
612	1.07208251953125E-4
613	8.697509765625E-6
613	1.0711669921875E-4
614	8.72802734374997E-6
614	1.07025146484375E-4
615	8.75854492187495E-6
615	1.070556640625E-4
616	8.78906250000006E-6
616	1.06781005859375E-4
617	8.45336914062494E-6
617	1.06475830078125E-4
618	8.51440429687503E-6
618	1.06597900390625E-4
619	8.57543945312497E-6
619	1.06689453125E-4
620	8.66699218750003E-6
620	1.06689453125E-4
621	8.60595703124994E-6
621	1.065673828125E-4
622	8.42285156249997E-6
622	1.0626220703125E-4
623	8.392333984375E-6
623	1.06231689453125E-4
624	8.51440429687503E-6
624	1.06353759765625E-4
625	8.66699218750003E-6
625	1.05987548828125E-4
626	8.392333984375E-6
626	1.0595703125E-4
627	8.57543945312497E-6
627	1.05987548828125E-4
628	8.48388671875005E-6
628	1.058349609375E-4
629	8.75854492187495E-6
629	1.0614013671875E-4
630	8.81958007812503E-6
630	1.05987548828125E-4
631	8.81958007812503E-6
631	1.05865478515625E-4
632	8.60595703124994E-6
632	1.058349609375E-4
633	8.75854492187495E-6
633	1.05804443359375E-4
634	8.72802734374997E-6
634	1.05712890625E-4
635	8.57543945312497E-6
635	1.05499267578125E-4
636	8.63647460937506E-6
636	1.05377197265625E-4
637	8.66699218750003E-6
637	1.05499267578125E-4
638	8.75854492187495E-6
638	1.0540771484375E-4
639	8.72802734374997E-6
639	1.05224609375E-4
640	8.75854492187495E-6
640	1.0528564453125E-4
641	8.63647460937506E-6
641	1.051025390625E-4
642	8.85009765625E-6
642	1.0516357421875E-4
643	8.697509765625E-6
643	1.051025390625E-4
644	8.72802734374997E-6
644	1.04949951171875E-4
645	8.57543945312497E-6
645	1.0479736328125E-4
646	8.78906250000006E-6
646	1.048583984375E-4
647	8.72802734374997E-6
647	1.04766845703125E-4
648	8.697509765625E-6
648	1.0467529296875E-4
649	8.544921875E-6
649	1.044921875E-4
650	8.48388671875005E-6
650	1.043701171875E-4
651	8.63647460937506E-6
651	1.04522705078125E-4
652	8.66699218750003E-6
652	1.04278564453125E-4
653	8.72802734374997E-6
653	1.04095458984375E-4
654	8.63647460937506E-6
654	1.0418701171875E-4
655	8.60595703124994E-6
655	1.0394287109375E-4
656	8.63647460937506E-6
656	1.0406494140625E-4
657	8.75854492187495E-6
657	1.03973388671875E-4
658	8.85009765625E-6
658	1.041259765625E-4
659	8.85009765625E-6
659	1.03973388671875E-4
660	8.63647460937506E-6
660	1.03851318359375E-4
661	8.63647460937506E-6
661	1.03912353515625E-4
662	8.66699218750003E-6
662	1.036376953125E-4
663	8.75854492187495E-6
663	1.03515625E-4
664	8.51440429687503E-6
664	1.0357666015625E-4
665	8.78906250000006E-6
665	1.036376953125E-4
666	8.72802734374997E-6
666	1.033935546875E-4
667	8.63647460937506E-6
667	1.03363037109375E-4
668	8.697509765625E-6
668	1.0333251953125E-4
669	8.72802734374997E-6
669	1.0321044921875E-4
670	8.60595703124994E-6
670	1.031494140625E-4
671	8.72802734374997E-6
671	1.0302734375E-4
672	8.72802734374997E-6
672	1.03179931640625E-4
673	8.85009765625E-6
673	1.02996826171875E-4
674	8.72802734374997E-6
674	1.03057861328125E-4
675	8.66699218750003E-6
675	1.029052734375E-4
676	8.75854492187495E-6
676	1.02935791015625E-4
677	8.75854492187495E-6
677	1.02935791015625E-4
678	8.75854492187495E-6
678	1.0272216796875E-4
679	8.78906250000006E-6
679	1.0272216796875E-4
680	8.75854492187495E-6
680	1.02386474609375E-4
681	8.66699218750003E-6
681	1.024169921875E-4
682	8.57543945312497E-6
682	1.024169921875E-4
683	8.78906250000006E-6
683	1.0247802734375E-4
684	8.51440429687503E-6
684	1.02325439453125E-4
685	8.45336914062494E-6
685	1.02142333984375E-4
686	8.75854492187495E-6
686	1.0205078125E-4
687	8.697509765625E-6
687	1.02020263671875E-4
688	8.60595703124994E-6
688	1.01776123046875E-4
689	8.33129882812506E-6
689	1.01806640625E-4
690	8.45336914062494E-6
690	1.01776123046875E-4
691	8.66699218750003E-6
691	1.01837158203125E-4
692	8.48388671875005E-6
692	1.01715087890625E-4
693	8.57543945312497E-6
693	1.016845703125E-4
694	8.697509765625E-6
694	1.0162353515625E-4
695	8.66699218750003E-6
695	1.0174560546875E-4
696	8.697509765625E-6
696	1.01531982421875E-4
697	8.81958007812503E-6
697	1.01531982421875E-4
698	8.697509765625E-6
698	1.01470947265625E-4
699	8.72802734374997E-6
699	1.014404296875E-4
700	8.697509765625E-6
700	1.0125732421875E-4
701	8.75854492187495E-6
701	1.01287841796875E-4
702	8.78906250000006E-6
702	1.014404296875E-4
703	8.63647460937506E-6
703	1.01043701171875E-4
704	8.78906250000006E-6
704	1.0113525390625E-4
705	8.697509765625E-6
705	1.01287841796875E-4
706	8.78906250000006E-6
706	1.0101318359375E-4
707	8.81958007812503E-6
707	1.0101318359375E-4
708	8.72802734374997E-6
708	1.00677490234375E-4
709	8.75854492187495E-6
709	1.00677490234375E-4
710	8.66699218750003E-6
710	1.0052490234375E-4
711	8.75854492187495E-6
711	1.00494384765625E-4
712	8.91113281249995E-6
712	1.00616455078125E-4
713	8.91113281249995E-6
713	1.00494384765625E-4
714	8.697509765625E-6
714	1.0052490234375E-4
715	8.81958007812503E-6
715	1.0064697265625E-4
716	8.88061523437497E-6
716	1.0052490234375E-4
717	8.94165039062506E-6
717	1.00494384765625E-4
718	8.91113281249995E-6
718	1.0040283203125E-4
719	8.78906250000006E-6
719	1.00311279296875E-4
720	8.85009765625E-6
720	1.0009765625E-4
721	8.72802734374997E-6
721	1.00128173828125E-4
722	8.88061523437497E-6
722	9.991455078125E-5
723	8.78906250000006E-6
723	1.00006103515625E-4
724	8.85009765625E-6
724	1.0003662109375E-4
725	8.697509765625E-6
725	9.991455078125E-5
726	8.60595703124994E-6
726	9.967041015625E-5
727	8.57543945312497E-6
727	9.967041015625E-5
728	8.544921875E-6
728	9.97009277343749E-5
729	8.72802734374997E-6
729	9.9609375E-5
730	8.81958007812503E-6
730	9.94262695312501E-5
731	8.66699218750003E-6
731	9.9609375E-5
732	8.544921875E-6
732	9.93957519531249E-5
733	8.72802734374997E-6
733	9.93957519531249E-5
734	8.78906250000006E-6
734	9.9151611328125E-5
735	8.697509765625E-6
735	9.9029541015625E-5
736	8.544921875E-6
736	9.90905761718749E-5
737	8.51440429687503E-6
737	9.8876953125E-5
738	8.42285156249997E-6
738	9.8876953125E-5
739	8.57543945312497E-6
739	9.8876953125E-5
740	8.66699218750003E-6
740	9.87548828125E-5
741	8.51440429687503E-6
741	9.8907470703125E-5
742	8.697509765625E-6
742	9.88159179687501E-5
743	8.544921875E-6
743	9.857177734375E-5
744	8.544921875E-6
744	9.86633300781251E-5
745	8.544921875E-6
745	9.8541259765625E-5
746	8.63647460937506E-6
746	9.8297119140625E-5
747	8.45336914062494E-6
747	9.85107421875001E-5
748	8.72802734374997E-6
748	9.8419189453125E-5
749	8.75854492187495E-6
749	9.8602294921875E-5
750	8.88061523437497E-6
750	9.83581542968751E-5
751	8.17871093750006E-6
751	8.88977050781251E-5
752	8.75854492187495E-6
752	9.3109130859375E-5
753	8.75854492187495E-6
753	9.57336425781249E-5
754	8.63647460937506E-6
754	9.6771240234375E-5
755	8.697509765625E-6
755	9.72900390625001E-5
756	8.88061523437497E-6
756	9.77172851562499E-5
757	8.85009765625E-6
757	9.79003906250001E-5
758	8.85009765625E-6
758	9.7930908203125E-5
759	8.72802734374997E-6
759	9.79003906250001E-5
760	8.697509765625E-6
760	9.79003906250001E-5
761	8.72802734374997E-6
761	9.783935546875E-5
762	8.48388671875005E-6
762	9.783935546875E-5
763	8.72802734374997E-6
763	9.77783203125E-5
764	8.66699218750003E-6
764	9.78698730468749E-5
765	8.78906250000006E-6
765	9.783935546875E-5
766	8.88061523437497E-6
766	9.78698730468749E-5
767	9.06372070312495E-6
767	9.77478027343751E-5
768	8.88061523437497E-6
768	9.7808837890625E-5
769	8.697509765625E-6
769	9.77172851562499E-5
770	8.78906250000006E-6
770	9.75341796875E-5
771	8.75854492187495E-6
771	9.747314453125E-5
772	8.88061523437497E-6
772	9.74426269531251E-5
773	8.78906250000006E-6
773	9.7412109375E-5
774	8.66699218750003E-6
774	9.72900390625001E-5
775	8.72802734374997E-6
775	9.71374511718751E-5
776	8.30078124999994E-6
776	9.6771240234375E-5
777	8.392333984375E-6
777	9.6923828125E-5
778	8.72802734374997E-6
778	9.71374511718751E-5
779	8.72802734374997E-6
779	9.6893310546875E-5
780	8.66699218750003E-6
780	9.68322753906251E-5
781	8.697509765625E-6
781	9.6923828125E-5
782	8.60595703124994E-6
782	9.674072265625E-5
783	8.66699218750003E-6
783	9.6588134765625E-5
784	8.63647460937506E-6
784	9.65270996093751E-5
785	8.60595703124994E-6
785	9.65270996093751E-5
786	8.78906250000006E-6
786	9.66491699218749E-5
787	8.63647460937506E-6
787	9.65576171875E-5
788	8.72802734374997E-6
788	9.6710205078125E-5
789	8.81958007812503E-6
789	9.6710205078125E-5
790	8.78906250000006E-6
790	9.66491699218749E-5
791	8.85009765625E-6
791	9.65576171875E-5
792	8.85009765625E-6
792	9.6435546875E-5
793	8.88061523437497E-6
793	9.6435546875E-5
794	8.91113281249995E-6
794	9.63439941406249E-5
795	8.544921875E-6
795	9.5977783203125E-5
796	8.60595703124994E-6
796	9.6160888671875E-5
797	8.75854492187495E-6
797	9.6099853515625E-5
798	8.75854492187495E-6
798	9.60693359375001E-5
799	8.81958007812503E-6
799	9.60693359375001E-5
800	8.63647460937506E-6
800	9.5855712890625E-5
801	8.66699218750003E-6
801	9.5855712890625E-5
802	8.78906250000006E-6
802	9.5977783203125E-5
803	8.697509765625E-6
803	9.5947265625E-5
804	8.88061523437497E-6
804	9.58251953125E-5
805	8.45336914062494E-6
805	9.54589843750001E-5
806	8.60595703124994E-6
806	9.56115722656251E-5
807	8.697509765625E-6
807	9.5550537109375E-5
808	8.544921875E-6
808	9.552001953125E-5
809	8.72802734374997E-6
809	9.56115722656251E-5
810	8.75854492187495E-6
810	9.55810546874999E-5
811	8.72802734374997E-6
811	9.53063964843751E-5
812	8.72802734374997E-6
812	9.5489501953125E-5
813	8.66699218750003E-6
813	9.53063964843751E-5
814	8.75854492187495E-6
814	9.521484375E-5
815	8.697509765625E-6
815	9.5245361328125E-5
816	8.66699218750003E-6
816	9.53063964843751E-5
817	8.78906250000006E-6
817	9.5062255859375E-5
818	8.81958007812503E-6
818	9.5245361328125E-5
819	8.72802734374997E-6
819	9.503173828125E-5
820	8.78906250000006E-6
820	9.503173828125E-5
821	8.66699218750003E-6
821	9.4879150390625E-5
822	8.63647460937506E-6
822	9.4818115234375E-5
823	8.72802734374997E-6
823	9.478759765625E-5
824	8.697509765625E-6
824	9.46960449218751E-5
825	8.697509765625E-6
825	9.478759765625E-5
826	8.75854492187495E-6
826	9.47265625E-5
827	8.697509765625E-6
827	9.4757080078125E-5
828	8.81958007812503E-6
828	9.4635009765625E-5
829	8.94165039062506E-6
829	9.4635009765625E-5
830	8.91113281249995E-6
830	9.4635009765625E-5
831	8.97216796875003E-6
831	9.442138671875E-5
832	8.75854492187495E-6
832	9.429931640625E-5
833	8.36181640625003E-6
833	9.40551757812499E-5
834	8.48388671875005E-6
834	9.417724609375E-5
835	8.63647460937506E-6
835	9.4146728515625E-5
836	8.75854492187495E-6
836	9.4329833984375E-5
837	8.75854492187495E-6
837	9.4207763671875E-5
838	8.94165039062506E-6
838	9.4207763671875E-5
839	8.75854492187495E-6
839	9.4024658203125E-5
840	8.81958007812503E-6
840	9.40551757812499E-5
841	8.75854492187495E-6
841	9.4024658203125E-5
842	8.75854492187495E-6
842	9.39331054687501E-5
843	8.57543945312497E-6
843	9.381103515625E-5
844	8.57543945312497E-6
844	9.3658447265625E-5
845	8.697509765625E-6
845	9.37805175781251E-5
846	8.81958007812503E-6
846	9.37499999999999E-5
847	8.63647460937506E-6
847	9.3597412109375E-5
848	8.697509765625E-6
848	9.3597412109375E-5
849	8.66699218750003E-6
849	9.3505859375E-5
850	8.88061523437497E-6
850	9.368896484375E-5
851	8.75854492187495E-6
851	9.36279296875001E-5
852	8.697509765625E-6
852	9.34753417968751E-5
853	8.63647460937506E-6
853	9.33837890625E-5
854	8.75854492187495E-6
854	9.3353271484375E-5
855	8.78906250000006E-6
855	9.31701660156251E-5
856	8.697509765625E-6
856	9.3414306640625E-5
857	8.51440429687503E-6
857	9.326171875E-5
858	8.697509765625E-6
858	9.307861328125E-5
859	8.48388671875005E-6
859	9.30175781250001E-5
860	8.392333984375E-6
860	9.28955078125E-5
861	8.45336914062494E-6
861	9.2926025390625E-5
862	8.66699218750003E-6
862	9.2803955078125E-5
863	8.63647460937506E-6
863	9.295654296875E-5
864	8.81958007812503E-6
864	9.28955078125E-5
865	8.60595703124994E-6
865	9.2926025390625E-5
866	8.75854492187495E-6
866	9.2620849609375E-5
867	8.697509765625E-6
867	9.2803955078125E-5
868	8.697509765625E-6
868	9.27124023437501E-5
869	8.66699218750003E-6
869	9.26818847656249E-5
870	8.66699218750003E-6
870	9.26513671875E-5
871	8.85009765625E-6
871	9.2742919921875E-5
872	8.81958007812503E-6
872	9.2437744140625E-5
873	8.72802734374997E-6
873	9.2437744140625E-5
874	8.72802734374997E-6
874	9.24072265625001E-5
875	8.78906250000006E-6
875	9.2498779296875E-5
876	8.72802734374997E-6
876	9.24072265625001E-5
877	8.88061523437497E-6
877	9.24072265625001E-5
878	8.91113281249995E-6
878	9.2437744140625E-5
879	8.72802734374997E-6
879	9.234619140625E-5
880	8.63647460937506E-6
880	9.2010498046875E-5
881	8.30078124999994E-6
881	9.1888427734375E-5
882	8.57543945312497E-6
882	9.2041015625E-5
883	8.697509765625E-6
883	9.2132568359375E-5
884	8.697509765625E-6
884	9.19494628906251E-5
885	8.72802734374997E-6
885	9.2041015625E-5
886	8.63647460937506E-6
886	9.2010498046875E-5
887	8.697509765625E-6
887	9.19494628906251E-5
888	8.63647460937506E-6
888	9.1888427734375E-5
889	8.63647460937506E-6
889	9.16748046875E-5
890	8.72802734374997E-6
890	9.2041015625E-5
891	8.544921875E-6
891	9.1705322265625E-5
892	8.57543945312497E-6
892	9.1827392578125E-5
893	8.697509765625E-6
893	9.1705322265625E-5
894	8.57543945312497E-6
894	9.14916992187501E-5
895	8.60595703124994E-6
895	9.1552734375E-5
896	8.60595703124994E-6
896	9.1400146484375E-5
897	8.697509765625E-6
897	9.14306640625E-5
898	8.48388671875005E-6
898	9.14916992187501E-5
899	8.392333984375E-6
899	9.1278076171875E-5
900	8.63647460937506E-6
900	9.14611816406249E-5
901	8.63647460937506E-6
901	9.1400146484375E-5
902	8.51440429687503E-6
902	9.112548828125E-5
903	8.42285156249997E-6
903	9.11560058593749E-5
904	8.51440429687503E-6
904	9.10339355468751E-5
905	8.697509765625E-6
905	9.1094970703125E-5
906	8.66699218750003E-6
906	9.11560058593749E-5
907	8.544921875E-6
907	9.0972900390625E-5
908	8.697509765625E-6
908	9.1064453125E-5
909	8.81958007812503E-6
909	9.1094970703125E-5
910	8.697509765625E-6
910	9.10339355468751E-5
911	8.697509765625E-6
911	9.09423828125E-5
912	8.66699218750003E-6
912	9.10339355468751E-5
913	8.66699218750003E-6
913	9.08813476562501E-5
914	8.88061523437497E-6
914	9.0972900390625E-5
915	8.63647460937506E-6
915	9.100341796875E-5
916	8.91113281249995E-6
916	9.08508300781249E-5
917	8.78906250000006E-6
917	9.08203125E-5
918	8.78906250000006E-6
918	9.075927734375E-5
919	8.63647460937506E-6
919	9.06982421874999E-5
920	8.60595703124994E-6
920	9.063720703125E-5
921	8.72802734374997E-6
921	9.063720703125E-5
922	8.85009765625E-6
922	9.063720703125E-5
923	8.697509765625E-6
923	9.05761718750001E-5
924	8.697509765625E-6
924	9.051513671875E-5
925	8.697509765625E-6
925	9.033203125E-5
926	8.697509765625E-6
926	9.0484619140625E-5
927	8.85009765625E-6
927	9.039306640625E-5
928	8.81958007812503E-6
928	9.0362548828125E-5
929	8.85009765625E-6
929	9.0362548828125E-5
930	8.78906250000006E-6
930	9.04541015625E-5
931	8.697509765625E-6
931	9.0301513671875E-5
932	8.81958007812503E-6
932	9.033203125E-5
933	8.78906250000006E-6
933	9.02099609375E-5
934	8.60595703124994E-6
934	9.02404785156249E-5
935	8.697509765625E-6
935	8.9874267578125E-5
936	8.72802734374997E-6
936	9.0057373046875E-5
937	8.72802734374997E-6
937	9.002685546875E-5
938	8.66699218750003E-6
938	8.984375E-5
939	8.78906250000006E-6
939	8.99658203125001E-5
940	8.78906250000006E-6
940	8.99353027343749E-5
941	8.78906250000006E-6
941	8.97216796875E-5
942	8.85009765625E-6
942	8.978271484375E-5
943	8.78906250000006E-6
943	8.984375E-5
944	8.66699218750003E-6
944	8.9691162109375E-5
945	8.544921875E-6
945	8.953857421875E-5
946	8.51440429687503E-6
946	8.941650390625E-5
947	8.45336914062494E-6
947	8.93554687500001E-5
948	8.544921875E-6
948	8.94775390624999E-5
949	8.66699218750003E-6
949	8.941650390625E-5
950	8.72802734374997E-6
950	8.9599609375E-5
951	8.66699218750003E-6
951	8.93554687500001E-5
952	8.544921875E-6
952	8.941650390625E-5
953	8.81958007812503E-6
953	8.93249511718749E-5
954	8.63647460937506E-6
954	8.9263916015625E-5
955	8.63647460937506E-6
955	8.917236328125E-5
956	8.697509765625E-6
956	8.9111328125E-5
957	8.66699218750003E-6
957	8.9141845703125E-5
958	8.697509765625E-6
958	8.9263916015625E-5
959	8.66699218750003E-6
959	8.929443359375E-5
960	8.94165039062506E-6
960	8.89892578125E-5
961	8.544921875E-6
961	8.88977050781251E-5
962	8.66699218750003E-6
962	8.9080810546875E-5
963	8.75854492187495E-6
963	8.8958740234375E-5
964	8.72802734374997E-6
964	8.89892578125E-5
965	8.697509765625E-6
965	8.87451171875001E-5
966	8.66699218750003E-6
966	8.87451171875001E-5
967	8.72802734374997E-6
967	8.87145996093749E-5
968	8.81958007812503E-6
968	8.8836669921875E-5
969	8.57543945312497E-6
969	8.85925292968751E-5
970	8.697509765625E-6
970	8.87145996093749E-5
971	8.88061523437497E-6
971	8.8836669921875E-5
972	8.97216796875003E-6
972	8.8775634765625E-5
973	8.81958007812503E-6
973	8.87451171875001E-5
974	8.78906250000006E-6
974	8.868408203125E-5
975	8.85009765625E-6
975	8.868408203125E-5
976	9.03320312499997E-6
976	8.87451171875001E-5
977	8.94165039062506E-6
977	8.85009765625E-5
978	8.94165039062506E-6
978	8.8531494140625E-5
979	8.85009765625E-6
979	8.85009765625E-5
980	8.91113281249995E-6
980	8.85009765625E-5
981	8.81958007812503E-6
981	8.84399414062501E-5
982	8.72802734374997E-6
982	8.819580078125E-5
983	8.81958007812503E-6
983	8.837890625E-5
984	8.72802734374997E-6
984	8.80126953125E-5
985	8.75854492187495E-6
985	8.81347656250001E-5
986	8.544921875E-6
986	8.807373046875E-5
987	8.81958007812503E-6
987	8.81042480468749E-5
988	8.91113281249995E-6
988	8.81347656250001E-5
989	8.78906250000006E-6
989	8.8226318359375E-5
990	8.72802734374997E-6
990	8.807373046875E-5
991	8.78906250000006E-6
991	8.79821777343751E-5
992	8.85009765625E-6
992	8.7921142578125E-5
993	8.78906250000006E-6
993	8.79821777343751E-5
994	8.75854492187495E-6
994	8.79516601562499E-5
995	8.88061523437497E-6
995	8.7890625E-5
996	8.75854492187495E-6
996	8.7738037109375E-5
997	8.72802734374997E-6
997	8.7799072265625E-5
998	8.697509765625E-6
998	8.76770019531251E-5
999	8.78906250000006E-6
999	8.76464843749999E-5
1000	8.81958007812503E-6
1000	8.7738037109375E-5
