Voltage	Current	Scan No.
V	A	Scan
-0.62255859375	-9.454345703125E-6	1
-0.625	-9.478759765625E-6	1
-0.62744140625	-9.661865234375E-6	1
-0.6298828125	-9.6893310546875E-6	1
-0.63232421875	-1.02447509765625E-5	1
-0.634765625	-1.0003662109375E-5	1
-0.63720703125	-9.8907470703125E-6	1
-0.6396484375	-9.5703125E-6	1
-0.64208984375	-9.87548828125E-6	1
-0.64453125	-9.6435546875E-6	1
-0.64697265625	-9.637451171875E-6	1
-0.6494140625	-9.637451171875E-6	1
-0.65185546875	-1.00433349609375E-5	1
-0.654296875	-9.8358154296875E-6	1
-0.65673828125	-1.0101318359375E-5	1
-0.6591796875	-9.9517822265625E-6	1
-0.66162109375	-1.01348876953125E-5	1
-0.6640625	-9.9517822265625E-6	1
-0.66650390625	-9.97314453125E-6	1
-0.6689453125	-9.9945068359375E-6	1
-0.67138671875	-1.04034423828125E-5	1
-0.673828125	-1.04644775390625E-5	1
-0.67626953125	-1.01409912109375E-5	1
-0.6787109375	-1.04583740234375E-5	1
-0.68115234375	-1.0589599609375E-5	1
-0.68359375	-1.0546875E-5	1
-0.68603515625	-1.06475830078125E-5	1
-0.6884765625	-1.03759765625E-5	1
-0.69091796875	-1.04522705078125E-5	1
-0.693359375	-1.05682373046875E-5	1
-0.69580078125	-1.07421875E-5	1
-0.6982421875	-1.0406494140625E-5	1
-0.70068359375	-1.0711669921875E-5	1
-0.703125	-1.0748291015625E-5	1
-0.70556640625	-1.0479736328125E-5	1
-0.7080078125	-1.08184814453125E-5	1
-0.71044921875	-1.07391357421875E-5	1
-0.712890625	-1.072998046875E-5	1
-0.71533203125	-1.09161376953125E-5	1
-0.7177734375	-1.09527587890625E-5	1
-0.72021484375	-1.10015869140625E-5	1
-0.72265625	-1.112060546875E-5	1
-0.72509765625	-1.13067626953125E-5	1
-0.7275390625	-1.1053466796875E-5	1
-0.72998046875	-1.1175537109375E-5	1
-0.732421875	-1.129150390625E-5	1
-0.73486328125	-1.0992431640625E-5	1
-0.7373046875	-1.12518310546875E-5	1
-0.73974609375	-1.1468505859375E-5	1
-0.7421875	-1.11236572265625E-5	1
-0.74462890625	-1.15966796875E-5	1
-0.7470703125	-1.16943359375E-5	1
-0.74951171875	-1.12945556640625E-5	1
-0.751953125	-1.2103271484375E-5	1
-0.74951171875	-1.13311767578125E-5	1
-0.7470703125	-1.11236572265625E-5	1
-0.74462890625	-1.1029052734375E-5	1
-0.7421875	-1.14593505859375E-5	1
-0.73974609375	-1.1163330078125E-5	1
-0.7373046875	-1.09771728515625E-5	1
-0.73486328125	-1.18255615234375E-5	1
-0.732421875	-1.0943603515625E-5	1
-0.72998046875	-1.0546875E-5	1
-0.7275390625	-1.08734130859375E-5	1
-0.72509765625	-1.0772705078125E-5	1
-0.72265625	-1.07086181640625E-5	1
-0.72021484375	-1.07086181640625E-5	1
-0.7177734375	-1.05743408203125E-5	1
-0.71533203125	-1.06842041015625E-5	1
-0.712890625	-1.05255126953125E-5	1
-0.71044921875	-1.02691650390625E-5	1
-0.7080078125	-1.01776123046875E-5	1
-0.70556640625	-1.0614013671875E-5	1
-0.703125	-1.0052490234375E-5	1
-0.70068359375	-9.979248046875E-6	1
-0.6982421875	-1.03607177734375E-5	1
-0.69580078125	-1.01287841796875E-5	1
-0.693359375	-9.92431640625E-6	1
-0.69091796875	-1.0150146484375E-5	1
-0.6884765625	-9.7747802734375E-6	1
-0.68603515625	-9.9945068359375E-6	1
-0.68359375	-9.5184326171875E-6	1
-0.68115234375	-9.4757080078125E-6	1
-0.6787109375	-9.5550537109375E-6	1
-0.67626953125	-9.686279296875E-6	1
-0.673828125	-9.5672607421875E-6	1
