model,mse,mae,rmse,hf_mismatch_db,lf_mismatch_db,dc_offset,latency_us_per_sample,parameters
sigmoid_gate_rnn,2.744346971894629e-10,1.353522384306416e-05,1.6566070662334593e-05,4.669274806976318,1.149554967880249,7.471317076124251e-07,0.19013021983482759,66305
exp_gate_rnn,6.615887282457322e-10,2.1626465240842663e-05,2.5721367153511342e-05,4.776666641235352,1.257036566734314,-2.021135514951311e-05,0.3733072882520598,66305
