model,mse,mae,rmse,hf_mismatch_db,lf_mismatch_db,dc_offset,latency_us_per_sample,parameters
baseline_pinn,1.1370646461728029e-05,0.0033380594104528427,0.003372038917587997,0.0,30.07941436767578,0.0033380596432834864,3.097258266751413,19009
fourier_pinn,3.0440678528975695e-05,0.004448863212019205,0.005517307180951202,0.0,53.02312469482422,0.0014801464276388288,9.544443822017422,57857
exp_gate_rnn,0.00012005453754682094,0.00930926576256752,0.010956940154387125,0.0,49.34723663330078,-0.009250127710402012,11.124295803407827,66305
