 time           time           v(p)           v(s0)          v(s1)          v(w_mem)       v(n)          
 2.8221451e-04  2.8221451e-04  1.2818604e+00  3.5539639e-06  3.5662790e-06  5.0000231e-01  6.4734242e-03 
 2.8226451e-04  2.8226451e-04  1.3058161e+00  3.6833100e-06  3.6960740e-06  5.0000240e-01  6.5944021e-03 
 2.8231451e-04  2.8231451e-04  1.3294496e+00  3.8135671e-06  3.8267833e-06  5.0000248e-01  6.7137531e-03 
 2.8236451e-04  2.8236451e-04  1.3527551e+00  3.9446869e-06  3.9583583e-06  5.0000257e-01  6.8314476e-03 
 2.8241451e-04  2.8241451e-04  1.3757268e+00  4.0766233e-06  4.0907526e-06  5.0000265e-01  6.9474565e-03 
 2.8246451e-04  2.8246451e-04  1.3983591e+00  4.2093326e-06  4.2239226e-06  5.0000274e-01  7.0617513e-03 
 2.8251451e-04  2.8251451e-04  1.4206464e+00  4.3427733e-06  4.3578265e-06  5.0000283e-01  7.1743038e-03 
 2.8256451e-04  2.8256451e-04  1.4425831e+00  4.4769063e-06  4.4924251e-06  5.0000291e-01  7.2850862e-03 
 2.8261451e-04  2.8261451e-04  1.4641639e+00  4.6116943e-06  4.6276810e-06  5.0000300e-01  7.3940711e-03 
 2.8266451e-04  2.8266451e-04  1.4853834e+00  4.7471021e-06  4.7635588e-06  5.0000309e-01  7.5012317e-03 
 2.8271451e-04  2.8271451e-04  1.5062365e+00  4.8830963e-06  4.9000251e-06  5.0000318e-01  7.6065415e-03 
 2.8276451e-04  2.8276451e-04  1.5267179e+00  5.0196453e-06  5.0370480e-06  5.0000327e-01  7.7099746e-03 
 2.8281451e-04  2.8281451e-04  1.5468226e+00  5.1567191e-06  5.1745977e-06  5.0000335e-01  7.8115054e-03 
 2.8286451e-04  2.8286451e-04  1.5665456e+00  5.2942895e-06  5.3126456e-06  5.0000344e-01  7.9111089e-03 
 2.8291451e-04  2.8291451e-04  1.5858822e+00  5.4323295e-06  5.4511647e-06  5.0000353e-01  8.0087604e-03 
 2.8296451e-04  2.8296451e-04  1.6048274e+00  5.5708137e-06  5.5901297e-06  5.0000362e-01  8.1044360e-03 
 2.8301451e-04  2.8301451e-04  1.6233767e+00  5.7097182e-06  5.7295164e-06  5.0000371e-01  8.1981119e-03 
 2.8306451e-04  2.8306451e-04  1.6415254e+00  5.8490202e-06  5.8693019e-06  5.0000380e-01  8.2897651e-03 
 2.8311451e-04  2.8311451e-04  1.6592691e+00  5.9886979e-06  6.0094645e-06  5.0000390e-01  8.3793730e-03 
 2.8316451e-04  2.8316451e-04  1.6766034e+00  6.1287311e-06  6.1499838e-06  5.0000399e-01  8.4669134e-03 
 2.8321451e-04  2.8321451e-04  1.6935240e+00  6.2691004e-06  6.2908402e-06  5.0000408e-01  8.5523648e-03 
 2.8326451e-04  2.8326451e-04  1.7100268e+00  6.4097873e-06  6.4320155e-06  5.0000417e-01  8.6357060e-03 
 2.8331451e-04  2.8331451e-04  1.7261077e+00  6.5507745e-06  6.5734921e-06  5.0000426e-01  8.7169165e-03 
 2.8336451e-04  2.8336451e-04  1.7417626e+00  6.6920455e-06  6.7152536e-06  5.0000435e-01  8.7959763e-03 
 2.8341451e-04  2.8341451e-04  1.7569878e+00  6.8335847e-06  6.8572840e-06  5.0000445e-01  8.8728659e-03 
 2.8346451e-04  2.8346451e-04  1.7717795e+00  6.9753772e-06  6.9995687e-06  5.0000454e-01  8.9475662e-03 
 2.8351451e-04  2.8351451e-04  1.7861341e+00  7.1174088e-06  7.1420933e-06  5.0000463e-01  9.0200589e-03 
 2.8356451e-04  2.8356451e-04  1.8000479e+00  7.2596662e-06  7.2848445e-06  5.0000472e-01  9.0903261e-03 
 2.8361451e-04  2.8361451e-04  1.8135176e+00  7.4021365e-06  7.4278094e-06  5.0000482e-01  9.1583504e-03 
 2.8366451e-04  2.8366451e-04  1.8265399e+00  7.5448078e-06  7.5709759e-06  5.0000491e-01  9.2241150e-03 
 2.8371451e-04  2.8371451e-04  1.8391114e+00  7.6876684e-06  7.7143325e-06  5.0000500e-01  9.2876037e-03 
 2.8376451e-04  2.8376451e-04  1.8512292e+00  7.8307074e-06  7.8578679e-06  5.0000509e-01  9.3488009e-03 
 2.8381451e-04  2.8381451e-04  1.8628903e+00  7.9739142e-06  8.0015718e-06  5.0000519e-01  9.4076914e-03 
 2.8386451e-04  2.8386451e-04  1.8740916e+00  8.1172788e-06  8.1454341e-06  5.0000528e-01  9.4642608e-03 
 2.8391451e-04  2.8391451e-04  1.8848306e+00  8.2607917e-06  8.2894451e-06  5.0000537e-01  9.5184950e-03 
 2.8396451e-04  2.8396451e-04  1.8951046e+00  8.4044437e-06  8.4335958e-06  5.0000547e-01  9.5703807e-03 
 2.8401451e-04  2.8401451e-04  1.9049109e+00  8.5482260e-06  8.5778772e-06  5.0000556e-01  9.6199050e-03 
 2.8406451e-04  2.8406451e-04  1.9142473e+00  8.6921303e-06  8.7222811e-06  5.0000565e-01  9.6670558e-03 
 2.8411451e-04  2.8411451e-04  1.9231113e+00  8.8361486e-06  8.8667992e-06  5.0000575e-01  9.7118214e-03 
 2.8416451e-04  2.8416451e-04  1.9315008e+00  8.9802729e-06  9.0114239e-06  5.0000584e-01  9.7541908e-03 
 2.8421451e-04  2.8421451e-04  1.9394138e+00  9.1244960e-06  9.1561476e-06  5.0000594e-01  9.7941535e-03 
 2.8426451e-04  2.8426451e-04  1.9468482e+00  9.2688106e-06  9.3009631e-06  5.0000603e-01  9.8316997e-03 
 2.8431451e-04  2.8431451e-04  1.9538023e+00  9.4132098e-06  9.4458635e-06  5.0000612e-01  9.8668200e-03 
 2.8436451e-04  2.8436451e-04  1.9602743e+00  9.5576869e-06  9.5908421e-06  5.0000622e-01  9.8995059e-03 
 2.8441451e-04  2.8441451e-04  1.9662627e+00  9.7022353e-06  9.7358923e-06  5.0000631e-01  9.9297492e-03 
 2.8446451e-04  2.8446451e-04  1.9717658e+00  9.8468489e-06  9.8810078e-06  5.0000641e-01  9.9575426e-03 
 2.8451451e-04  2.8451451e-04  1.9767825e+00  9.9915214e-06  1.0026183e-05  5.0000650e-01  9.9828790e-03 
 2.8456451e-04  2.8456451e-04  1.9813115e+00  1.0136247e-05  1.0171410e-05  5.0000659e-01  1.0005752e-02 
 2.8461451e-04  2.8461451e-04  1.9853516e+00  1.0281019e-05  1.0316685e-05  5.0000669e-01  1.0026157e-02 
 2.8466451e-04  2.8466451e-04  1.9889018e+00  1.0425833e-05  1.0462002e-05  5.0000678e-01  1.0044088e-02 
 2.8471451e-04  2.8471451e-04  1.9919613e+00  1.0570683e-05  1.0607355e-05  5.0000688e-01  1.0059540e-02 
 2.8476451e-04  2.8476451e-04  1.9945293e+00  1.0715563e-05  1.0752738e-05  5.0000697e-01  1.0072511e-02 
 2.8481451e-04  2.8481451e-04  1.9966052e+00  1.0860468e-05  1.0898146e-05  5.0000706e-01  1.0082996e-02 
 2.8486451e-04  2.8486451e-04  1.9981885e+00  1.1005393e-05  1.1043574e-05  5.0000716e-01  1.0090994e-02 
 2.8491451e-04  2.8491451e-04  1.9992788e+00  1.1150332e-05  1.1189015e-05  5.0000725e-01  1.0096501e-02 
 2.8496451e-04  2.8496451e-04  1.9998757e+00  1.1295280e-05  1.1334466e-05  5.0000735e-01  1.0099518e-02 
 2.8501451e-04  2.8501451e-04  1.9999792e+00  1.1440231e-05  1.1479921e-05  5.0000744e-01  1.0100042e-02 
 2.8506451e-04  2.8506451e-04  1.9995893e+00  1.1585181e-05  1.1625374e-05  5.0000754e-01  1.0098075e-02 
 2.8511451e-04  2.8511451e-04  1.9987059e+00  1.1730124e-05  1.1770820e-05  5.0000763e-01  1.0093616e-02 
 2.8516451e-04  2.8516451e-04  1.9973295e+00  1.1875055e-05  1.1916254e-05  5.0000772e-01  1.0086667e-02 
 2.8521451e-04  2.8521451e-04  1.9954602e+00  1.2019969e-05  1.2061671e-05  5.0000782e-01  1.0077228e-02 
 2.8526451e-04  2.8526451e-04  1.9930985e+00  1.2164860e-05  1.2207065e-05  5.0000791e-01  1.0065304e-02 
 2.8531451e-04  2.8531451e-04  1.9902451e+00  1.2309723e-05  1.2352431e-05  5.0000801e-01  1.0050896e-02 
 2.8536451e-04  2.8536451e-04  1.9869007e+00  1.2454552e-05  1.2497763e-05  5.0000810e-01  1.0034008e-02 
 2.8541451e-04  2.8541451e-04  1.9830660e+00  1.2599343e-05  1.2643056e-05  5.0000820e-01  1.0014644e-02 
 2.8546451e-04  2.8546451e-04  1.9787420e+00  1.2744088e-05  1.2788304e-05  5.0000829e-01  9.9928094e-03 
 2.8551451e-04  2.8551451e-04  1.9739298e+00  1.2888783e-05  1.2933501e-05  5.0000838e-01  9.9685092e-03 
 2.8556451e-04  2.8556451e-04  1.9686305e+00  1.3033422e-05  1.3078642e-05  5.0000848e-01  9.9417493e-03 
 2.8561451e-04  2.8561451e-04  1.9628455e+00  1.3177998e-05  1.3223720e-05  5.0000857e-01  9.9125365e-03 
 2.8566451e-04  2.8566451e-04  1.9565762e+00  1.3322505e-05  1.3368728e-05  5.0000867e-01  9.8808778e-03 
 2.8571451e-04  2.8571451e-04  1.9498242e+00  1.3466937e-05  1.3513662e-05  5.0000876e-01  9.8467812e-03 
 2.8576451e-04  2.8576451e-04  1.9425910e+00  1.3611287e-05  1.3658513e-05  5.0000885e-01  9.8102551e-03 
 2.8581451e-04  2.8581451e-04  1.9348786e+00  1.3755549e-05  1.3803275e-05  5.0000895e-01  9.7713084e-03 
 2.8586451e-04  2.8586451e-04  1.9266888e+00  1.3899715e-05  1.3947942e-05  5.0000904e-01  9.7299507e-03 
 2.8591451e-04  2.8591451e-04  1.9180235e+00  1.4043777e-05  1.4092505e-05  5.0000914e-01  9.6861923e-03 
 2.8596451e-04  2.8596451e-04  1.9088851e+00  1.4187730e-05  1.4236957e-05  5.0000923e-01  9.6400440e-03 
 2.8601451e-04  2.8601451e-04  1.8992756e+00  1.4331563e-05  1.4381289e-05  5.0000932e-01  9.5915171e-03 
 2.8606451e-04  2.8606451e-04  1.8891975e+00  1.4475270e-05  1.4525495e-05  5.0000942e-01  9.5406237e-03 
 2.8611451e-04  2.8611451e-04  1.8786533e+00  1.4618841e-05  1.4669565e-05  5.0000951e-01  9.4873762e-03 
 2.8616451e-04  2.8616451e-04  1.8676456e+00  1.4762268e-05  1.4813489e-05  5.0000960e-01  9.4317878e-03 
 2.8621451e-04  2.8621451e-04  1.8561770e+00  1.4905541e-05  1.4957260e-05  5.0000970e-01  9.3738722e-03 
 2.8626451e-04  2.8626451e-04  1.8442505e+00  1.5048651e-05  1.5100866e-05  5.0000979e-01  9.3136438e-03 
 2.8631451e-04  2.8631451e-04  1.8318689e+00  1.5191586e-05  1.5244298e-05  5.0000988e-01  9.2511173e-03 
 2.8636451e-04  2.8636451e-04  1.8190354e+00  1.5334337e-05  1.5387544e-05  5.0000998e-01  9.1863083e-03 
 2.8641451e-04  2.8641451e-04  1.8057530e+00  1.5476892e-05  1.5530594e-05  5.0001007e-01  9.1192326e-03 
 2.8646451e-04  2.8646451e-04  1.7920251e+00  1.5619239e-05  1.5673435e-05  5.0001016e-01  9.0499068e-03 
 2.8651451e-04  2.8651451e-04  1.7778550e+00  1.5761365e-05  1.5816054e-05  5.0001025e-01  8.9783481e-03 
 2.8656451e-04  2.8656451e-04  1.7632462e+00  1.5903258e-05  1.5958440e-05  5.0001035e-01  8.9045741e-03 
 2.8661451e-04  2.8661451e-04  1.7482025e+00  1.6044904e-05  1.6100577e-05  5.0001044e-01  8.8286030e-03 
 2.8666451e-04  2.8666451e-04  1.7327273e+00  1.6186287e-05  1.6242452e-05  5.0001053e-01  8.7504536e-03 
 2.8671451e-04  2.8671451e-04  1.7168247e+00  1.6327394e-05  1.6384048e-05  5.0001062e-01  8.6701451e-03 
 2.8676451e-04  2.8676451e-04  1.7004984e+00  1.6468207e-05  1.6525350e-05  5.0001071e-01  8.5876973e-03 
 2.8681451e-04  2.8681451e-04  1.6837526e+00  1.6608710e-05  1.6666341e-05  5.0001080e-01  8.5031306e-03 
 2.8686451e-04  2.8686451e-04  1.6665913e+00  1.6748885e-05  1.6807002e-05  5.0001090e-01  8.4164658e-03 
 2.8691451e-04  2.8691451e-04  1.6490188e+00  1.6888712e-05  1.6947315e-05  5.0001099e-01  8.3277244e-03 
 2.8696451e-04  2.8696451e-04  1.6310395e+00  1.7028172e-05  1.7087259e-05  5.0001108e-01  8.2369281e-03 
 2.8701451e-04  2.8701451e-04  1.6126577e+00  1.7167244e-05  1.7226814e-05  5.0001117e-01  8.1440996e-03 
 2.8706451e-04  2.8706451e-04  1.5938780e+00  1.7305905e-05  1.7365956e-05  5.0001126e-01  8.0492615e-03 
 2.8711451e-04  2.8711451e-04  1.5747050e+00  1.7444133e-05  1.7504663e-05  5.0001135e-01  7.9524374e-03 
 2.8716451e-04  2.8716451e-04  1.5551435e+00  1.7581901e-05  1.7642910e-05  5.0001144e-01  7.8536510e-03 
 2.8721451e-04  2.8721451e-04  1.5351984e+00  1.7719184e-05  1.7780669e-05  5.0001153e-01  7.7529269e-03 
 2.8726451e-04  2.8726451e-04  1.5148744e+00  1.7855955e-05  1.7917915e-05  5.0001162e-01  7.6502898e-03 
 2.8731451e-04  2.8731451e-04  1.4941766e+00  1.7992183e-05  1.8054616e-05  5.0001170e-01  7.5457651e-03 
 2.8736451e-04  2.8736451e-04  1.4731102e+00  1.8127838e-05  1.8190742e-05  5.0001179e-01  7.4393785e-03 
 2.8741451e-04  2.8741451e-04  1.4516803e+00  1.8262888e-05  1.8326260e-05  5.0001188e-01  7.3311563e-03 
 2.8746451e-04  2.8746451e-04  1.4298922e+00  1.8397297e-05  1.8461136e-05  5.0001197e-01  7.2211253e-03 
 2.8751451e-04  2.8751451e-04  1.4077514e+00  1.8531030e-05  1.8595334e-05  5.0001205e-01  7.1093125e-03 
 2.8756451e-04  2.8756451e-04  1.3852632e+00  1.8664048e-05  1.8728814e-05  5.0001214e-01  6.9957455e-03 
 2.8761451e-04  2.8761451e-04  1.3624332e+00  1.8796311e-05  1.8861536e-05  5.0001223e-01  6.8804524e-03 
 2.8766451e-04  2.8766451e-04  1.3392670e+00  1.8927776e-05  1.8993457e-05  5.0001231e-01  6.7634616e-03 
 2.8771451e-04  2.8771451e-04  1.3157704e+00  1.9058398e-05  1.9124532e-05  5.0001240e-01  6.6448019e-03 
 2.8776451e-04  2.8776451e-04  1.2919491e+00  1.9188129e-05  1.9254714e-05  5.0001248e-01  6.5245027e-03 
 2.8781451e-04  2.8781451e-04  1.2678091e+00  1.9316920e-05  1.9383951e-05  5.0001257e-01  6.4025937e-03 
 2.8786451e-04  2.8786451e-04  1.2433563e+00  1.9444718e-05  1.9512193e-05  5.0001265e-01  6.2791048e-03 
 2.8791451e-04  2.8791451e-04  1.2185966e+00  1.9571467e-05  1.9639382e-05  5.0001273e-01  6.1540666e-03 
 2.8796451e-04  2.8796451e-04  1.1935363e+00  1.9697109e-05  1.9765460e-05  5.0001281e-01  6.0275100e-03 
 2.8801451e-04  2.8801451e-04  1.1681816e+00  1.9821584e-05  1.9890367e-05  5.0001289e-01  5.8994661e-03 
 2.8806451e-04  2.8806451e-04  1.1425386e+00  1.9944826e-05  2.0014037e-05  5.0001297e-01  5.7699665e-03 
 2.8811451e-04  2.8811451e-04  1.1166136e+00  2.0066770e-05  2.0136404e-05  5.0001305e-01  5.6390432e-03 
 2.8816451e-04  2.8816451e-04  1.0904132e+00  2.0187344e-05  2.0257396e-05  5.0001313e-01  5.5067286e-03 
 2.8821451e-04  2.8821451e-04  1.0639438e+00  2.0306474e-05  2.0376940e-05  5.0001321e-01  5.3730552e-03 
 2.8826451e-04  2.8826451e-04  1.0372118e+00  2.0424084e-05  2.0494958e-05  5.0001329e-01  5.2380560e-03 
 2.8831451e-04  2.8831451e-04  1.0102239e+00  2.0540093e-05  2.0611370e-05  5.0001336e-01  5.1017643e-03 
 2.8836451e-04  2.8836451e-04  9.8298674e-01  2.0654418e-05  2.0726092e-05  5.0001344e-01  4.9642138e-03 
 2.8841451e-04  2.8841451e-04  9.5550706e-01  2.0766970e-05  2.0839035e-05  5.0001351e-01  4.8254385e-03 
 2.8846451e-04  2.8846451e-04  9.2779161e-01  2.0877661e-05  2.0950110e-05  5.0001358e-01  4.6854724e-03 
 2.8851451e-04  2.8851451e-04  8.9984725e-01  2.0986395e-05  2.1059221e-05  5.0001365e-01  4.5443503e-03 
 2.8856451e-04  2.8856451e-04  8.7168086e-01  2.1093076e-05  2.1166272e-05  5.0001372e-01  4.4021068e-03 
 2.8861451e-04  2.8861451e-04  8.4329940e-01  2.1197602e-05  2.1271162e-05  5.0001379e-01  4.2587771e-03 
 2.8866451e-04  2.8866451e-04  8.1470987e-01  2.1299871e-05  2.1373786e-05  5.0001386e-01  4.1143966e-03 
 2.8871451e-04  2.8871451e-04  7.8591932e-01  2.1399777e-05  2.1474038e-05  5.0001392e-01  3.9690009e-03 
 2.8876451e-04  2.8876451e-04  7.5693486e-01  2.1497209e-05  2.1571808e-05  5.0001398e-01  3.8226258e-03 
 2.8881451e-04  2.8881451e-04  7.2776363e-01  2.1592057e-05  2.1666985e-05  5.0001405e-01  3.6753076e-03 
 2.8886451e-04  2.8886451e-04  6.9841284e-01  2.1684206e-05  2.1759454e-05  5.0001411e-01  3.5270824e-03 
 2.8891451e-04  2.8891451e-04  6.6888973e-01  2.1773540e-05  2.1849099e-05  5.0001416e-01  3.3779869e-03 
 2.8896451e-04  2.8896451e-04  6.3920158e-01  2.1859944e-05  2.1935802e-05  5.0001422e-01  3.2280580e-03 
 2.8901451e-04  2.8901451e-04  6.0935571e-01  2.1943297e-05  2.2019445e-05  5.0001427e-01  3.0773325e-03 
 2.8906451e-04  2.8906451e-04  5.7935949e-01  2.2023481e-05  2.2099908e-05  5.0001433e-01  2.9258476e-03 
 2.8911451e-04  2.8911451e-04  5.4922033e-01  2.2100378e-05  2.2177071e-05  5.0001438e-01  2.7736409e-03 
 2.8916451e-04  2.8916451e-04  5.1894566e-01  2.2173867e-05  2.2250815e-05  5.0001442e-01  2.6207497e-03 
 2.8921451e-04  2.8921451e-04  4.8854294e-01  2.2243832e-05  2.2321023e-05  5.0001447e-01  2.4672118e-03 
 2.8926451e-04  2.8926451e-04  4.5801968e-01  2.2310156e-05  2.2387578e-05  5.0001451e-01  2.3130652e-03 
 2.8931451e-04  2.8931451e-04  4.2738341e-01  2.2372726e-05  2.2450365e-05  5.0001455e-01  2.1583478e-03 
 2.8936451e-04  2.8936451e-04  3.9664170e-01  2.2431431e-05  2.2509273e-05  5.0001459e-01  2.0030979e-03 
 2.8941451e-04  2.8941451e-04  3.6580211e-01  2.2486162e-05  2.2564195e-05  5.0001463e-01  1.8473537e-03 
 2.8946451e-04  2.8946451e-04  3.3487227e-01  2.2536819e-05  2.2615027e-05  5.0001466e-01  1.6911536e-03 
 2.8951451e-04  2.8951451e-04  3.0385981e-01  2.2583303e-05  2.2661672e-05  5.0001469e-01  1.5345362e-03 
 2.8956451e-04  2.8956451e-04  2.7277237e-01  2.2625522e-05  2.2704038e-05  5.0001472e-01  1.3775402e-03 
 2.8961451e-04  2.8961451e-04  2.4161763e-01  2.2663392e-05  2.2742039e-05  5.0001474e-01  1.2202043e-03 
 2.8966451e-04  2.8966451e-04  2.1040328e-01  2.2696833e-05  2.2775597e-05  5.0001476e-01  1.0625673e-03 
 2.8971451e-04  2.8971451e-04  1.7913701e-01  2.2725778e-05  2.2804642e-05  5.0001478e-01  9.0466811e-04 
 2.8976451e-04  2.8976451e-04  1.4782654e-01  2.2750162e-05  2.2829111e-05  5.0001480e-01  7.4654569e-04 
 2.8981451e-04  2.8981451e-04  1.1647960e-01  2.2769935e-05  2.2848953e-05  5.0001481e-01  5.8823905e-04 
 2.8986451e-04  2.8986451e-04  8.5103915e-02  2.2785054e-05  2.2864123e-05  5.0001482e-01  4.2978726e-04 
 2.8991451e-04  2.8991451e-04  5.3707235e-02  2.2795484e-05  2.2874590e-05  5.0001483e-01  2.7122942e-04 
 2.8996451e-04  2.8996451e-04  2.2297304e-02  2.2801202e-05  2.2880328e-05  5.0001483e-01  1.1260466e-04 
 2.9001451e-04  2.9001451e-04 -9.1181294e-03  2.2802197e-05  2.2881326e-05  5.0001483e-01 -4.6047892e-05 
 2.9006451e-04  2.9006451e-04 -4.0531313e-02  2.2798465e-05  2.2877582e-05  5.0001483e-01 -2.0468908e-04 
 2.9011451e-04  2.9011451e-04 -7.1934495e-02  2.2790016e-05  2.2869103e-05  5.0001483e-01 -3.6327976e-04 
 2.9016451e-04  2.9016451e-04 -1.0331993e-01  2.2776867e-05  2.2855908e-05  5.0001482e-01 -5.2178080e-04 
 2.9021451e-04  2.9021451e-04 -1.3467987e-01  2.2759048e-05  2.2838027e-05  5.0001481e-01 -6.8015309e-04 
 2.9026451e-04  2.9026451e-04 -1.6600658e-01  2.2736597e-05  2.2815499e-05  5.0001479e-01 -8.3835755e-04 
 2.9031451e-04  2.9031451e-04 -1.9729233e-01  2.2709564e-05  2.2788371e-05  5.0001477e-01 -9.9635514e-04 
 2.9036451e-04  2.9036451e-04 -2.2852941e-01  2.2678005e-05  2.2756703e-05  5.0001475e-01 -1.1541069e-03 
 2.9041451e-04  2.9041451e-04 -2.5971009e-01  2.2641988e-05  2.2720562e-05  5.0001473e-01 -1.3115738e-03 
 2.9046451e-04  2.9046451e-04 -2.9082670e-01  2.2601588e-05  2.2680021e-05  5.0001470e-01 -1.4687172e-03 
 2.9051451e-04  2.9051451e-04 -3.2187155e-01  2.2556885e-05  2.2635163e-05  5.0001467e-01 -1.6254981e-03 
 2.9056451e-04  2.9056451e-04 -3.5283698e-01  2.2507971e-05  2.2586078e-05  5.0001464e-01 -1.7818779e-03 
 2.9061451e-04  2.9061451e-04 -3.8371536e-01  2.2454938e-05  2.2532862e-05  5.0001461e-01 -1.9378181e-03 
 2.9066451e-04  2.9066451e-04 -4.1449906e-01  2.2397889e-05  2.2475615e-05  5.0001457e-01 -2.0932800e-03 
 2.9071451e-04  2.9071451e-04 -4.4518048e-01  2.2336929e-05  2.2414443e-05  5.0001453e-01 -2.2482255e-03 
 2.9076451e-04  2.9076451e-04 -4.7575207e-01  2.2272166e-05  2.2349456e-05  5.0001449e-01 -2.4026162e-03 
 2.9081451e-04  2.9081451e-04 -5.0620627e-01  2.2203715e-05  2.2280767e-05  5.0001444e-01 -2.5564141e-03 
 2.9086451e-04  2.9086451e-04 -5.3653557e-01  2.2131689e-05  2.2208491e-05  5.0001440e-01 -2.7095811e-03 
 2.9091451e-04  2.9091451e-04 -5.6673250e-01  2.2056206e-05  2.2132746e-05  5.0001435e-01 -2.8620796e-03 
 2.9096451e-04  2.9096451e-04 -5.9678958e-01  2.1977385e-05  2.2053651e-05  5.0001430e-01 -3.0138719e-03 
 2.9101451e-04  2.9101451e-04 -6.2669942e-01  2.1895345e-05  2.1971326e-05  5.0001424e-01 -3.1649205e-03 
 2.9106451e-04  2.9106451e-04 -6.5645463e-01  2.1810204e-05  2.1885890e-05  5.0001419e-01 -3.3151881e-03 
 2.9111451e-04  2.9111451e-04 -6.8604787e-01  2.1722082e-05  2.1797462e-05  5.0001413e-01 -3.4646377e-03 
 2.9116451e-04  2.9116451e-04 -7.1547184e-01  2.1631096e-05  2.1706160e-05  5.0001407e-01 -3.6132325e-03 
 2.9121451e-04  2.9121451e-04 -7.4471928e-01  2.1537363e-05  2.1612101e-05  5.0001401e-01 -3.7609357e-03 
 2.9126451e-04  2.9126451e-04 -7.7378296e-01  2.1440997e-05  2.1515401e-05  5.0001395e-01 -3.9077108e-03 
 2.9131451e-04  2.9131451e-04 -8.0265573e-01  2.1342112e-05  2.1416173e-05  5.0001388e-01 -4.0535218e-03 
 2.9136451e-04  2.9136451e-04 -8.3133046e-01  2.1240817e-05  2.1314526e-05  5.0001382e-01 -4.1983325e-03 
 2.9141451e-04  2.9141451e-04 -8.5980006e-01  2.1137220e-05  2.1210569e-05  5.0001375e-01 -4.3421074e-03 
 2.9146451e-04  2.9146451e-04 -8.8805753e-01  2.1031425e-05  2.1104408e-05  5.0001368e-01 -4.4848108e-03 
 2.9151451e-04  2.9151451e-04 -9.1609588e-01  2.0923536e-05  2.0996144e-05  5.0001361e-01 -4.6264076e-03 
 2.9156451e-04  2.9156451e-04 -9.4390819e-01  2.0813649e-05  2.0885876e-05  5.0001354e-01 -4.7668629e-03 
 2.9161451e-04  2.9161451e-04 -9.7148761e-01  2.0701861e-05  2.0773699e-05  5.0001347e-01 -4.9061420e-03 
 2.9166451e-04  2.9166451e-04 -9.9882733e-01  2.0588264e-05  2.0659708e-05  5.0001339e-01 -5.0442105e-03 
 2.9171451e-04  2.9171451e-04 -1.0259206e+00  2.0472945e-05  2.0543989e-05  5.0001332e-01 -5.1810344e-03 
 2.9176451e-04  2.9176451e-04 -1.0527608e+00  2.0355991e-05  2.0426629e-05  5.0001324e-01 -5.3165798e-03 
 2.9181451e-04  2.9181451e-04 -1.0793411e+00  2.0237483e-05  2.0307710e-05  5.0001316e-01 -5.4508135e-03 
 2.9186451e-04  2.9186451e-04 -1.1056552e+00  2.0117500e-05  2.0187310e-05  5.0001309e-01 -5.5837022e-03 
 2.9191451e-04  2.9191451e-04 -1.1316965e+00  1.9996117e-05  2.0065506e-05  5.0001301e-01 -5.7152131e-03 
 2.9196451e-04  2.9196451e-04 -1.1574585e+00  1.9873405e-05  1.9942368e-05  5.0001293e-01 -5.8453138e-03 
 2.9201451e-04  2.9201451e-04 -1.1829350e+00  1.9749434e-05  1.9817966e-05  5.0001285e-01 -5.9739723e-03 
 2.9206451e-04  2.9206451e-04 -1.2081196e+00  1.9624268e-05  1.9692366e-05  5.0001277e-01 -6.1011567e-03 
 2.9211451e-04  2.9211451e-04 -1.2330061e+00  1.9497970e-05  1.9565630e-05  5.0001268e-01 -6.2268357e-03 
 2.9216451e-04  2.9216451e-04 -1.2575884e+00  1.9370600e-05  1.9437817e-05  5.0001260e-01 -6.3509782e-03 
 2.9221451e-04  2.9221451e-04 -1.2818604e+00  1.9242213e-05  1.9308985e-05  5.0001252e-01 -6.4735537e-03 
 2.9226451e-04  2.9226451e-04 -1.3058161e+00  1.9112865e-05  1.9179188e-05  5.0001243e-01 -6.5945319e-03 
 2.9231451e-04  2.9231451e-04 -1.3294496e+00  1.8982605e-05  1.9048476e-05  5.0001235e-01 -6.7138830e-03 
 2.9236451e-04  2.9236451e-04 -1.3527551e+00  1.8851483e-05  1.8916898e-05  5.0001226e-01 -6.8315775e-03 
 2.9241451e-04  2.9241451e-04 -1.3757268e+00  1.8719544e-05  1.8784501e-05  5.0001218e-01 -6.9475863e-03 
 2.9246451e-04  2.9246451e-04 -1.3983591e+00  1.8586832e-05  1.8651328e-05  5.0001209e-01 -7.0618808e-03 
 2.9251451e-04  2.9251451e-04 -1.4206464e+00  1.8453388e-05  1.8517422e-05  5.0001200e-01 -7.1744330e-03 
 2.9256451e-04  2.9256451e-04 -1.4425831e+00  1.8319253e-05  1.8382820e-05  5.0001192e-01 -7.2852148e-03 
 2.9261451e-04  2.9261451e-04 -1.4641639e+00  1.8184462e-05  1.8247562e-05  5.0001183e-01 -7.3941991e-03 
 2.9266451e-04  2.9266451e-04 -1.4853834e+00  1.8049051e-05  1.8111681e-05  5.0001174e-01 -7.5013590e-03 
 2.9271451e-04  2.9271451e-04 -1.5062365e+00  1.7913054e-05  1.7975212e-05  5.0001165e-01 -7.6066680e-03 
 2.9276451e-04  2.9276451e-04 -1.5267179e+00  1.7776503e-05  1.7838186e-05  5.0001156e-01 -7.7101001e-03 
 2.9281451e-04  2.9281451e-04 -1.5468226e+00  1.7639426e-05  1.7700634e-05  5.0001147e-01 -7.8116298e-03 
