 time           time           v(p)           v(s0)          v(s1)          v(w_mem)       v(n)          
 1.0014512e-05  1.0014512e-05 -9.1181294e-03  2.2808376e-05  2.2887548e-05  5.0001484e-01 -4.6047893e-05 
 1.0064512e-05  1.0064512e-05 -4.0531313e-02  2.2804644e-05  2.2883804e-05  5.0001483e-01 -2.0468908e-04 
 1.0114512e-05  1.0114512e-05 -7.1934495e-02  2.2796195e-05  2.2875325e-05  5.0001483e-01 -3.6327976e-04 
 1.0164512e-05  1.0164512e-05 -1.0331993e-01  2.2783046e-05  2.2862130e-05  5.0001482e-01 -5.2178081e-04 
 1.0214512e-05  1.0214512e-05 -1.3467987e-01  2.2765227e-05  2.2844249e-05  5.0001481e-01 -6.8015310e-04 
 1.0264512e-05  1.0264512e-05 -1.6600658e-01  2.2742776e-05  2.2821721e-05  5.0001479e-01 -8.3835756e-04 
 1.0314512e-05  1.0314512e-05 -1.9729233e-01  2.2715743e-05  2.2794593e-05  5.0001478e-01 -9.9635515e-04 
 1.0364512e-05  1.0364512e-05 -2.2852941e-01  2.2684184e-05  2.2762925e-05  5.0001476e-01 -1.1541069e-03 
 1.0414512e-05  1.0414512e-05 -2.5971009e-01  2.2648167e-05  2.2726784e-05  5.0001473e-01 -1.3115739e-03 
 1.0464512e-05  1.0464512e-05 -2.9082670e-01  2.2607767e-05  2.2686243e-05  5.0001471e-01 -1.4687172e-03 
 1.0514512e-05  1.0514512e-05 -3.2187155e-01  2.2563064e-05  2.2641385e-05  5.0001468e-01 -1.6254981e-03 
 1.0564512e-05  1.0564512e-05 -3.5283698e-01  2.2514150e-05  2.2592300e-05  5.0001465e-01 -1.7818779e-03 
 1.0614512e-05  1.0614512e-05 -3.8371536e-01  2.2461117e-05  2.2539084e-05  5.0001461e-01 -1.9378181e-03 
 1.0664512e-05  1.0664512e-05 -4.1449906e-01  2.2404068e-05  2.2481837e-05  5.0001457e-01 -2.0932801e-03 
 1.0714512e-05  1.0714512e-05 -4.4518048e-01  2.2343108e-05  2.2420665e-05  5.0001453e-01 -2.2482255e-03 
 1.0764512e-05  1.0764512e-05 -4.7575207e-01  2.2278345e-05  2.2355678e-05  5.0001449e-01 -2.4026162e-03 
 1.0814512e-05  1.0814512e-05 -5.0620627e-01  2.2209894e-05  2.2286988e-05  5.0001445e-01 -2.5564141e-03 
 1.0864512e-05  1.0864512e-05 -5.3653557e-01  2.2137868e-05  2.2214713e-05  5.0001440e-01 -2.7095812e-03 
 1.0914512e-05  1.0914512e-05 -5.6673250e-01  2.2062385e-05  2.2138968e-05  5.0001435e-01 -2.8620796e-03 
 1.0964512e-05  1.0964512e-05 -5.9678958e-01  2.1983564e-05  2.2059873e-05  5.0001430e-01 -3.0138719e-03 
 1.1014512e-05  1.1014512e-05 -6.2669942e-01  2.1901524e-05  2.1977548e-05  5.0001425e-01 -3.1649205e-03 
 1.1064512e-05  1.1064512e-05 -6.5645463e-01  2.1816383e-05  2.1892112e-05  5.0001419e-01 -3.3151881e-03 
 1.1114512e-05  1.1114512e-05 -6.8604787e-01  2.1728261e-05  2.1803684e-05  5.0001413e-01 -3.4646378e-03 
 1.1164512e-05  1.1164512e-05 -7.1547184e-01  2.1637275e-05  2.1712382e-05  5.0001408e-01 -3.6132325e-03 
 1.1214512e-05  1.1214512e-05 -7.4471928e-01  2.1543542e-05  2.1618323e-05  5.0001401e-01 -3.7609357e-03 
 1.1264512e-05  1.1264512e-05 -7.7378296e-01  2.1447176e-05  2.1521623e-05  5.0001395e-01 -3.9077109e-03 
 1.1314512e-05  1.1314512e-05 -8.0265573e-01  2.1348291e-05  2.1422395e-05  5.0001389e-01 -4.0535218e-03 
 1.1364512e-05  1.1364512e-05 -8.3133046e-01  2.1246996e-05  2.1320748e-05  5.0001382e-01 -4.1983326e-03 
 1.1414512e-05  1.1414512e-05 -8.5980006e-01  2.1143398e-05  2.1216791e-05  5.0001375e-01 -4.3421074e-03 
 1.1464512e-05  1.1464512e-05 -8.8805753e-01  2.1037604e-05  2.1110630e-05  5.0001369e-01 -4.4848109e-03 
 1.1514512e-05  1.1514512e-05 -9.1609588e-01  2.0929715e-05  2.1002365e-05  5.0001362e-01 -4.6264077e-03 
 1.1564512e-05  1.1564512e-05 -9.4390819e-01  2.0819828e-05  2.0892097e-05  5.0001354e-01 -4.7668630e-03 
 1.1614512e-05  1.1614512e-05 -9.7148761e-01  2.0708040e-05  2.0779921e-05  5.0001347e-01 -4.9061420e-03 
 1.1664512e-05  1.1664512e-05 -9.9882733e-01  2.0594442e-05  2.0665930e-05  5.0001340e-01 -5.0442105e-03 
 1.1714512e-05  1.1714512e-05 -1.0259206e+00  2.0479124e-05  2.0550211e-05  5.0001332e-01 -5.1810344e-03 
 1.1764512e-05  1.1764512e-05 -1.0527608e+00  2.0362170e-05  2.0432851e-05  5.0001325e-01 -5.3165799e-03 
 1.1814512e-05  1.1814512e-05 -1.0793411e+00  2.0243662e-05  2.0313932e-05  5.0001317e-01 -5.4508135e-03 
 1.1864512e-05  1.1864512e-05 -1.1056552e+00  2.0123679e-05  2.0193532e-05  5.0001309e-01 -5.5837022e-03 
 1.1914512e-05  1.1914512e-05 -1.1316965e+00  2.0002296e-05  2.0071728e-05  5.0001301e-01 -5.7152131e-03 
 1.1964512e-05  1.1964512e-05 -1.1574585e+00  1.9879584e-05  1.9948590e-05  5.0001293e-01 -5.8453139e-03 
 1.2014512e-05  1.2014512e-05 -1.1829350e+00  1.9755613e-05  1.9824188e-05  5.0001285e-01 -5.9739723e-03 
 1.2064512e-05  1.2064512e-05 -1.2081196e+00  1.9630447e-05  1.9698588e-05  5.0001277e-01 -6.1011567e-03 
 1.2114512e-05  1.2114512e-05 -1.2330061e+00  1.9504149e-05  1.9571852e-05  5.0001269e-01 -6.2268357e-03 
 1.2164512e-05  1.2164512e-05 -1.2575884e+00  1.9376779e-05  1.9444039e-05  5.0001260e-01 -6.3509783e-03 
 1.2214512e-05  1.2214512e-05 -1.2818604e+00  1.9248392e-05  1.9315207e-05  5.0001252e-01 -6.4735538e-03 
 1.2264512e-05  1.2264512e-05 -1.3058161e+00  1.9119044e-05  1.9185409e-05  5.0001244e-01 -6.5945320e-03 
 1.2314512e-05  1.2314512e-05 -1.3294496e+00  1.8988784e-05  1.9054698e-05  5.0001235e-01 -6.7138831e-03 
 1.2364512e-05  1.2364512e-05 -1.3527551e+00  1.8857662e-05  1.8923120e-05  5.0001227e-01 -6.8315775e-03 
 1.2414512e-05  1.2414512e-05 -1.3757268e+00  1.8725723e-05  1.8790723e-05  5.0001218e-01 -6.9475863e-03 
 1.2464512e-05  1.2464512e-05 -1.3983591e+00  1.8593011e-05  1.8657550e-05  5.0001210e-01 -7.0618809e-03 
 1.2514512e-05  1.2514512e-05 -1.4206464e+00  1.8459567e-05  1.8523644e-05  5.0001201e-01 -7.1744330e-03 
 1.2564512e-05  1.2564512e-05 -1.4425831e+00  1.8325432e-05  1.8389042e-05  5.0001192e-01 -7.2852149e-03 
 1.2614512e-05  1.2614512e-05 -1.4641639e+00  1.8190641e-05  1.8253784e-05  5.0001183e-01 -7.3941992e-03 
 1.2664512e-05  1.2664512e-05 -1.4853834e+00  1.8055230e-05  1.8117903e-05  5.0001175e-01 -7.5013591e-03 
 1.2714512e-05  1.2714512e-05 -1.5062365e+00  1.7919233e-05  1.7981434e-05  5.0001166e-01 -7.6066680e-03 
 1.2764512e-05  1.2764512e-05 -1.5267179e+00  1.7782681e-05  1.7844408e-05  5.0001157e-01 -7.7101001e-03 
 1.2814512e-05  1.2814512e-05 -1.5468226e+00  1.7645605e-05  1.7706856e-05  5.0001148e-01 -7.8116299e-03 
 1.2864512e-05  1.2864512e-05 -1.5665456e+00  1.7508032e-05  1.7568805e-05  5.0001139e-01 -7.9112321e-03 
 1.2914512e-05  1.2914512e-05 -1.5858822e+00  1.7369989e-05  1.7430283e-05  5.0001130e-01 -8.0088824e-03 
 1.2964512e-05  1.2964512e-05 -1.6048274e+00  1.7231501e-05  1.7291315e-05  5.0001121e-01 -8.1045565e-03 
 1.3014512e-05  1.3014512e-05 -1.6233767e+00  1.7092594e-05  1.7151925e-05  5.0001112e-01 -8.1982309e-03 
 1.3064512e-05  1.3064512e-05 -1.6415254e+00  1.6953289e-05  1.7012137e-05  5.0001103e-01 -8.2898825e-03 
 1.3114512e-05  1.3114512e-05 -1.6592691e+00  1.6813608e-05  1.6871971e-05  5.0001094e-01 -8.3794887e-03 
 1.3164512e-05  1.3164512e-05 -1.6766034e+00  1.6673572e-05  1.6731449e-05  5.0001085e-01 -8.4670273e-03 
 1.3214512e-05  1.3214512e-05 -1.6935240e+00  1.6533200e-05  1.6590589e-05  5.0001076e-01 -8.5524767e-03 
 1.3264512e-05  1.3264512e-05 -1.7100268e+00  1.6392510e-05  1.6449411e-05  5.0001066e-01 -8.6358160e-03 
 1.3314512e-05  1.3314512e-05 -1.7261077e+00  1.6251520e-05  1.6307932e-05  5.0001057e-01 -8.7170244e-03 
 1.3364512e-05  1.3364512e-05 -1.7417626e+00  1.6110246e-05  1.6166167e-05  5.0001048e-01 -8.7960820e-03 
 1.3414512e-05  1.3414512e-05 -1.7569878e+00  1.5968704e-05  1.6024134e-05  5.0001039e-01 -8.8729693e-03 
 1.3464512e-05  1.3464512e-05 -1.7717795e+00  1.5826908e-05  1.5881846e-05  5.0001030e-01 -8.9476673e-03 
 1.3514512e-05  1.3514512e-05 -1.7861341e+00  1.5684873e-05  1.5739318e-05  5.0001020e-01 -9.0201575e-03 
 1.3564512e-05  1.3564512e-05 -1.8000479e+00  1.5542613e-05  1.5596564e-05  5.0001011e-01 -9.0904221e-03 
 1.3614512e-05  1.3614512e-05 -1.8135176e+00  1.5400140e-05  1.5453596e-05  5.0001002e-01 -9.1584438e-03 
 1.3664512e-05  1.3664512e-05 -1.8265399e+00  1.5257465e-05  1.5310426e-05  5.0000993e-01 -9.2242057e-03 
 1.3714512e-05  1.3714512e-05 -1.8391114e+00  1.5114602e-05  1.5167067e-05  5.0000983e-01 -9.2876917e-03 
 1.3764512e-05  1.3764512e-05 -1.8512292e+00  1.4971559e-05  1.5023528e-05  5.0000974e-01 -9.3488861e-03 
 1.3814512e-05  1.3814512e-05 -1.8628903e+00  1.4828350e-05  1.4879821e-05  5.0000965e-01 -9.4077737e-03 
 1.3864512e-05  1.3864512e-05 -1.8740916e+00  1.4684982e-05  1.4735956e-05  5.0000955e-01 -9.4643401e-03 
 1.3914512e-05  1.3914512e-05 -1.8848306e+00  1.4541466e-05  1.4591941e-05  5.0000946e-01 -9.5185712e-03 
 1.3964512e-05  1.3964512e-05 -1.8951046e+00  1.4397811e-05  1.4447788e-05  5.0000937e-01 -9.5704538e-03 
 1.4014512e-05  1.4014512e-05 -1.9049109e+00  1.4254025e-05  1.4303503e-05  5.0000927e-01 -9.6199750e-03 
 1.4064512e-05  1.4064512e-05 -1.9142473e+00  1.4110118e-05  1.4159096e-05  5.0000918e-01 -9.6671226e-03 
 1.4114512e-05  1.4114512e-05 -1.9231113e+00  1.3966096e-05  1.4014575e-05  5.0000909e-01 -9.7118850e-03 
 1.4164512e-05  1.4164512e-05 -1.9315008e+00  1.3821969e-05  1.3869947e-05  5.0000899e-01 -9.7542511e-03 
 1.4214512e-05  1.4214512e-05 -1.9394138e+00  1.3677743e-05  1.3725220e-05  5.0000890e-01 -9.7942104e-03 
 1.4264512e-05  1.4264512e-05 -1.9468482e+00  1.3533425e-05  1.3580401e-05  5.0000880e-01 -9.8317532e-03 
 1.4314512e-05  1.4314512e-05 -1.9538023e+00  1.3389022e-05  1.3435498e-05  5.0000871e-01 -9.8668701e-03 
 1.4364512e-05  1.4364512e-05 -1.9602743e+00  1.3244542e-05  1.3290516e-05  5.0000862e-01 -9.8995525e-03 
 1.4414512e-05  1.4414512e-05 -1.9662627e+00  1.3099991e-05  1.3145462e-05  5.0000852e-01 -9.9297923e-03 
 1.4464512e-05  1.4464512e-05 -1.9717658e+00  1.2955374e-05  1.3000344e-05  5.0000843e-01 -9.9575821e-03 
 1.4514512e-05  1.4514512e-05 -1.9767825e+00  1.2810698e-05  1.2855166e-05  5.0000833e-01 -9.9829149e-03 
 1.4564512e-05  1.4564512e-05 -1.9813115e+00  1.2665970e-05  1.2709935e-05  5.0000824e-01 -1.0005785e-02 
 1.4614512e-05  1.4614512e-05 -1.9853516e+00  1.2521194e-05  1.2564656e-05  5.0000815e-01 -1.0026186e-02 
 1.4664512e-05  1.4664512e-05 -1.9889018e+00  1.2376377e-05  1.2419337e-05  5.0000805e-01 -1.0044113e-02 
 1.4714512e-05  1.4714512e-05 -1.9919613e+00  1.2231524e-05  1.2273981e-05  5.0000796e-01 -1.0059562e-02 
 1.4764512e-05  1.4764512e-05 -1.9945293e+00  1.2086640e-05  1.2128594e-05  5.0000786e-01 -1.0072528e-02 
 1.4814512e-05  1.4814512e-05 -1.9966052e+00  1.1941732e-05  1.1983183e-05  5.0000777e-01 -1.0083010e-02 
 1.4864512e-05  1.4864512e-05 -1.9981885e+00  1.1796804e-05  1.1837752e-05  5.0000767e-01 -1.0091004e-02 
 1.4914512e-05  1.4914512e-05 -1.9992788e+00  1.1651862e-05  1.1692307e-05  5.0000758e-01 -1.0096508e-02 
 1.4964512e-05  1.4964512e-05 -1.9998757e+00  1.1506911e-05  1.1546853e-05  5.0000749e-01 -1.0099521e-02 
 1.5014512e-05  1.5014512e-05 -1.9999792e+00  1.1361957e-05  1.1401395e-05  5.0000739e-01 -1.0100041e-02 
 1.5064512e-05  1.5064512e-05 -1.9995893e+00  1.1217004e-05  1.1255939e-05  5.0000730e-01 -1.0098070e-02 
 1.5114512e-05  1.5114512e-05 -1.9987059e+00  1.1072057e-05  1.1110490e-05  5.0000720e-01 -1.0093608e-02 
 1.5164512e-05  1.5164512e-05 -1.9973295e+00  1.0927123e-05  1.0965052e-05  5.0000711e-01 -1.0086654e-02 
 1.5214512e-05  1.5214512e-05 -1.9954602e+00  1.0782206e-05  1.0819632e-05  5.0000701e-01 -1.0077212e-02 
 1.5264512e-05  1.5264512e-05 -1.9930985e+00  1.0637312e-05  1.0674235e-05  5.0000692e-01 -1.0065284e-02 
 1.5314512e-05  1.5314512e-05 -1.9902451e+00  1.0492446e-05  1.0528866e-05  5.0000683e-01 -1.0050872e-02 
 1.5364512e-05  1.5364512e-05 -1.9869007e+00  1.0347613e-05  1.0383531e-05  5.0000673e-01 -1.0033981e-02 
 1.5414512e-05  1.5414512e-05 -1.9830660e+00  1.0202820e-05  1.0238235e-05  5.0000664e-01 -1.0014613e-02 
 1.5464512e-05  1.5464512e-05 -1.9787420e+00  1.0058071e-05  1.0092984e-05  5.0000654e-01 -9.9927752e-03 
 1.5514512e-05  1.5514512e-05 -1.9739298e+00  9.9133729e-06  9.9477831e-06  5.0000645e-01 -9.9684713e-03 
 1.5564512e-05  1.5564512e-05 -1.9686305e+00  9.7687312e-06  9.8026393e-06  5.0000635e-01 -9.9417079e-03 
 1.5614512e-05  1.5614512e-05 -1.9628455e+00  9.6241521e-06  9.6575583e-06  5.0000626e-01 -9.9124915e-03 
 1.5664512e-05  1.5664512e-05 -1.9565762e+00  9.4796417e-06  9.5125463e-06  5.0000617e-01 -9.8808294e-03 
 1.5714512e-05  1.5714512e-05 -1.9498242e+00  9.3352065e-06  9.3676097e-06  5.0000607e-01 -9.8467293e-03 
 1.5764512e-05  1.5764512e-05 -1.9425910e+00  9.1908531e-06  9.2227553e-06  5.0000598e-01 -9.8101998e-03 
 1.5814512e-05  1.5814512e-05 -1.9348786e+00  9.0465884e-06  9.0779897e-06  5.0000588e-01 -9.7712497e-03 
 1.5864512e-05  1.5864512e-05 -1.9266888e+00  8.9024193e-06  8.9333202e-06  5.0000579e-01 -9.7298887e-03 
 1.5914512e-05  1.5914512e-05 -1.9180235e+00  8.7583533e-06  8.7887541e-06  5.0000570e-01 -9.6861270e-03 
 1.5964512e-05  1.5964512e-05 -1.9088851e+00  8.6143980e-06  8.6442991e-06  5.0000560e-01 -9.6399755e-03 
 1.6014512e-05  1.6014512e-05 -1.8992756e+00  8.4705613e-06  8.4999631e-06  5.0000551e-01 -9.5914454e-03 
 1.6064512e-05  1.6064512e-05 -1.8891975e+00  8.3268514e-06  8.3557543e-06  5.0000542e-01 -9.5405488e-03 
 1.6114512e-05  1.6114512e-05 -1.8786533e+00  8.1832769e-06  8.2116815e-06  5.0000532e-01 -9.4872983e-03 
 1.6164512e-05  1.6164512e-05 -1.8676456e+00  8.0398469e-06  8.0677536e-06  5.0000523e-01 -9.4317069e-03 
 1.6214512e-05  1.6214512e-05 -1.8561770e+00  7.8965707e-06  7.9239801e-06  5.0000514e-01 -9.3737884e-03 
 1.6264512e-05  1.6264512e-05 -1.8442505e+00  7.7534582e-06  7.7803707e-06  5.0000504e-01 -9.3135571e-03 
 1.6314512e-05  1.6314512e-05 -1.8318689e+00  7.6105196e-06  7.6369360e-06  5.0000495e-01 -9.2510279e-03 
 1.6364512e-05  1.6364512e-05 -1.8190354e+00  7.4677657e-06  7.4936865e-06  5.0000486e-01 -9.1862161e-03 
 1.6414512e-05  1.6414512e-05 -1.8057530e+00  7.3252078e-06  7.3506338e-06  5.0000477e-01 -9.1191378e-03 
 1.6464512e-05  1.6464512e-05 -1.7920251e+00  7.1828579e-06  7.2077898e-06  5.0000467e-01 -9.0498095e-03 
 1.6514512e-05  1.6514512e-05 -1.7778550e+00  7.0407284e-06  7.0651669e-06  5.0000458e-01 -8.9782483e-03 
 1.6564512e-05  1.6564512e-05 -1.7632462e+00  6.8988323e-06  6.9227783e-06  5.0000449e-01 -8.9044719e-03 
 1.6614512e-05  1.6614512e-05 -1.7482025e+00  6.7571837e-06  6.7806379e-06  5.0000440e-01 -8.8284985e-03 
 1.6664512e-05  1.6664512e-05 -1.7327273e+00  6.6157969e-06  6.6387603e-06  5.0000430e-01 -8.7503468e-03 
 1.6714512e-05  1.6714512e-05 -1.7168247e+00  6.4746873e-06  6.4971609e-06  5.0000421e-01 -8.6700361e-03 
 1.6764512e-05  1.6764512e-05 -1.7004984e+00  6.3338710e-06  6.3558559e-06  5.0000412e-01 -8.5875863e-03 
 1.6814512e-05  1.6814512e-05 -1.6837526e+00  6.1933651e-06  6.2148622e-06  5.0000403e-01 -8.5030176e-03 
 1.6864512e-05  1.6864512e-05 -1.6665913e+00  6.0531876e-06  6.0741980e-06  5.0000394e-01 -8.4163510e-03 
 1.6914512e-05  1.6914512e-05 -1.6490188e+00  5.9133572e-06  5.9338823e-06  5.0000385e-01 -8.3276078e-03 
 1.6964512e-05  1.6964512e-05 -1.6310395e+00  5.7738941e-06  5.7939351e-06  5.0000376e-01 -8.2368099e-03 
 1.7014512e-05  1.7014512e-05 -1.6126577e+00  5.6348193e-06  5.6543775e-06  5.0000367e-01 -8.1439797e-03 
 1.7064512e-05  1.7064512e-05 -1.5938780e+00  5.4961550e-06  5.5152319e-06  5.0000358e-01 -8.0491402e-03 
 1.7114512e-05  1.7114512e-05 -1.5747050e+00  5.3579249e-06  5.3765220e-06  5.0000349e-01 -7.9523147e-03 
 1.7164512e-05  1.7164512e-05 -1.5551435e+00  5.2201537e-06  5.2382725e-06  5.0000340e-01 -7.8535272e-03 
 1.7214512e-05  1.7214512e-05 -1.5351984e+00  5.0828677e-06  5.1005100e-06  5.0000331e-01 -7.7528019e-03 
 1.7264512e-05  1.7264512e-05 -1.5148744e+00  4.9460945e-06  4.9632620e-06  5.0000322e-01 -7.6501638e-03 
 1.7314512e-05  1.7314512e-05 -1.4941766e+00  4.8098635e-06  4.8265581e-06  5.0000313e-01 -7.5456382e-03 
 1.7364512e-05  1.7364512e-05 -1.4731102e+00  4.6742054e-06  4.6904291e-06  5.0000304e-01 -7.4392508e-03 
 1.7414512e-05  1.7414512e-05 -1.4516803e+00  4.5391530e-06  4.5549080e-06  5.0000295e-01 -7.3310280e-03 
 1.7464512e-05  1.7464512e-05 -1.4298922e+00  4.4047408e-06  4.4200291e-06  5.0000287e-01 -7.2209964e-03 
 1.7514512e-05  1.7514512e-05 -1.4077514e+00  4.2710050e-06  4.2858291e-06  5.0000278e-01 -7.1091831e-03 
 1.7564512e-05  1.7564512e-05 -1.3852632e+00  4.1379841e-06  4.1523464e-06  5.0000269e-01 -6.9956159e-03 
 1.7614512e-05  1.7614512e-05 -1.3624332e+00  4.0057185e-06  4.0196217e-06  5.0000261e-01 -6.8803226e-03 
 1.7664512e-05  1.7664512e-05 -1.3392670e+00  3.8742510e-06  3.8876979e-06  5.0000252e-01 -6.7633317e-03 
 1.7714512e-05  1.7714512e-05 -1.3157704e+00  3.7436266e-06  3.7566201e-06  5.0000244e-01 -6.6446721e-03 
 1.7764512e-05  1.7764512e-05 -1.2919491e+00  3.6138928e-06  3.6264359e-06  5.0000235e-01 -6.5243731e-03 
 1.7814512e-05  1.7814512e-05 -1.2678091e+00  3.4850996e-06  3.4971956e-06  5.0000227e-01 -6.4024643e-03 
 1.7864512e-05  1.7864512e-05 -1.2433563e+00  3.3572995e-06  3.3689519e-06  5.0000218e-01 -6.2789759e-03 
 1.7914512e-05  1.7914512e-05 -1.2185966e+00  3.2305480e-06  3.2417604e-06  5.0000210e-01 -6.1539383e-03 
 1.7964512e-05  1.7964512e-05 -1.1935363e+00  3.1049031e-06  3.1156794e-06  5.0000202e-01 -6.0273824e-03 
 1.8014512e-05  1.8014512e-05 -1.1681816e+00  2.9804262e-06  2.9907704e-06  5.0000194e-01 -5.8993393e-03 
 1.8064512e-05  1.8064512e-05 -1.1425386e+00  2.8571812e-06  2.8670976e-06  5.0000186e-01 -5.7698407e-03 
 1.8114512e-05  1.8114512e-05 -1.1166136e+00  2.7352355e-06  2.7447286e-06  5.0000178e-01 -5.6389186e-03 
 1.8164512e-05  1.8164512e-05 -1.0904132e+00  2.6146596e-06  2.6237341e-06  5.0000170e-01 -5.5066051e-03 
 1.8214512e-05  1.8214512e-05 -1.0639438e+00  2.4955270e-06  2.5041880e-06  5.0000162e-01 -5.3729331e-03 
 1.8264512e-05  1.8264512e-05 -1.0372118e+00  2.3779150e-06  2.3861677e-06  5.0000155e-01 -5.2379354e-03 
 1.8314512e-05  1.8314512e-05 -1.0102239e+00  2.2619038e-06  2.2697538e-06  5.0000147e-01 -5.1016454e-03 
 1.8364512e-05  1.8364512e-05 -9.8298674e-01  2.1475773e-06  2.1550305e-06  5.0000140e-01 -4.9640966e-03 
 1.8414512e-05  1.8414512e-05 -9.5550706e-01  2.0350226e-06  2.0420851e-06  5.0000132e-01 -4.8253231e-03 
 1.8464512e-05  1.8464512e-05 -9.2779161e-01  1.9243303e-06  1.9310086e-06  5.0000125e-01 -4.6853591e-03 
 1.8514512e-05  1.8514512e-05 -8.9984725e-01  1.8155944e-06  1.8218952e-06  5.0000118e-01 -4.5442391e-03 
 1.8564512e-05  1.8564512e-05 -8.7168086e-01  1.7089121e-06  1.7148426e-06  5.0000111e-01 -4.4019979e-03 
 1.8614512e-05  1.8614512e-05 -8.4329940e-01  1.6043838e-06  1.6099515e-06  5.0000104e-01 -4.2586707e-03 
 1.8664512e-05  1.8664512e-05 -8.1470987e-01  1.5021130e-06  1.5073257e-06  5.0000098e-01 -4.1142927e-03 
 1.8714512e-05  1.8714512e-05 -7.8591932e-01  1.4022062e-06  1.4070721e-06  5.0000091e-01 -3.9688997e-03 
 1.8764512e-05  1.8764512e-05 -7.5693486e-01  1.3047725e-06  1.3093001e-06  5.0000085e-01 -3.8225274e-03 
 1.8814512e-05  1.8814512e-05 -7.2776363e-01  1.2099236e-06  1.2141219e-06  5.0000079e-01 -3.6752120e-03 
 1.8864512e-05  1.8864512e-05 -6.9841284e-01  1.1177732e-06  1.1216517e-06  5.0000073e-01 -3.5269899e-03 
 1.8914512e-05  1.8914512e-05 -6.6888973e-01  1.0284372e-06  1.0320056e-06  5.0000067e-01 -3.3778975e-03 
 1.8964512e-05  1.8964512e-05 -6.3920158e-01  9.4203280e-07  9.4530127e-07  5.0000061e-01 -3.2279718e-03 
 1.9014512e-05  1.9014512e-05 -6.0935571e-01  8.5867839e-07  8.6165752e-07  5.0000056e-01 -3.0772497e-03 
 1.9064512e-05  1.9064512e-05 -5.7935949e-01  7.7849300e-07  7.8119378e-07  5.0000051e-01 -2.9257683e-03 
 1.9114512e-05  1.9114512e-05 -5.4922033e-01  7.0159576e-07  7.0402962e-07  5.0000046e-01 -2.7735651e-03 
 1.9164512e-05  1.9164512e-05 -5.1894566e-01  6.2810543e-07  6.3028419e-07  5.0000041e-01 -2.6206776e-03 
 1.9214512e-05  1.9214512e-05 -4.8854294e-01  5.5813976e-07  5.6007565e-07  5.0000036e-01 -2.4671436e-03 
 1.9264512e-05  1.9264512e-05 -4.5801968e-01  4.9181486e-07  4.9352052e-07  5.0000032e-01 -2.3130008e-03 
 1.9314512e-05  1.9314512e-05 -4.2738341e-01  4.2924455e-07  4.3073302e-07  5.0000028e-01 -2.1582874e-03 
 1.9364512e-05  1.9364512e-05 -3.9664170e-01  3.7053967e-07  3.7182435e-07  5.0000024e-01 -2.0030415e-03 
 1.9414512e-05  1.9414512e-05 -3.6580211e-01  3.1580736e-07  3.1690206e-07  5.0000021e-01 -1.8473014e-03 
 1.9464512e-05  1.9464512e-05 -3.3487227e-01  2.6515035e-07  2.6606921e-07  5.0000017e-01 -1.6911055e-03 
 1.9514512e-05  1.9514512e-05 -3.0385981e-01  2.1866623e-07  2.1942373e-07  5.0000014e-01 -1.5344925e-03 
 1.9564512e-05  1.9564512e-05 -2.7277237e-01  1.7644673e-07  1.7705768e-07  5.0000011e-01 -1.3775008e-03 
 1.9614512e-05  1.9614512e-05 -2.4161763e-01  1.3857701e-07  1.3905651e-07  5.0000009e-01 -1.2201692e-03 
 1.9664512e-05  1.9664512e-05 -2.1040328e-01  1.0513499e-07  1.0549840e-07  5.0000007e-01 -1.0625367e-03 
 1.9714512e-05  1.9714512e-05 -1.7913701e-01  7.6190705e-08  7.6453642e-08  5.0000005e-01 -9.0464197e-04 
 1.9764512e-05  1.9764512e-05 -1.4782654e-01  5.1805723e-08  5.1984014e-08  5.0000003e-01 -7.4652407e-04 
 1.9814512e-05  1.9814512e-05 -1.1647960e-01  3.2032606e-08  3.2142261e-08  5.0000002e-01 -5.8822199e-04 
 1.9864512e-05  1.9864512e-05 -8.5103915e-02  1.6914453e-08  1.6971629e-08  5.0000001e-01 -4.2977478e-04 
 1.9914512e-05  1.9914512e-05 -5.3707235e-02  6.4845038e-09  6.5054752e-09  5.0000000e-01 -2.7122154e-04 
 1.9964512e-05  1.9964512e-05 -2.2297304e-02  7.6584717e-10  7.6696785e-10  5.0000000e-01 -1.1260138e-04 
 2.0014512e-05  2.0014512e-05  9.1181294e-03 -2.2879776e-10 -2.3112972e-10  5.0000000e-01  4.6046554e-05 
 2.0064512e-05  2.0064512e-05  4.0531313e-02  3.5028033e-09  3.5134245e-09  5.0000000e-01  2.0468313e-04 
 2.0114512e-05  2.0114512e-05  7.1934495e-02  1.1952378e-08  1.1992330e-08  5.0000001e-01  3.6326921e-04 
 2.0164512e-05  2.0164512e-05  1.0331993e-01  2.5101225e-08  2.5186819e-08  5.0000002e-01  5.2176566e-04 
 2.0214512e-05  2.0214512e-05  1.3467987e-01  4.2920383e-08  4.3067832e-08  5.0000003e-01  6.8013338e-04 
 2.0264512e-05  2.0264512e-05  1.6600658e-01  6.5370898e-08  6.5596277e-08  5.0000004e-01  8.3833330e-04 
 2.0314512e-05  2.0314512e-05  1.9729233e-01  9.2404170e-08  9.2723388e-08  5.0000006e-01  9.9632640e-04 
