model,mse,mae,rmse,hf_mismatch_db,lf_mismatch_db,dc_offset,latency_us_per_sample,parameters
baseline_pinn,8402505728.0,82739.453125,91665.18274677687,0.0,132.083251953125,-82739.4453125,7.685294429607251,19009
fourier_pinn,8403333120.0,82744.6875,91669.69575601307,0.0,86.38121032714844,-82744.6796875,16.118429473363886,57857
exp_gate_rnn,8403491328.0,82745.4140625,91670.55867616386,0.0,122.3773193359375,-82745.3984375,27.599605713404863,66305
