model,mse,mae,rmse,hf_mismatch_db,lf_mismatch_db,dc_offset,latency_us_per_sample,parameters
baseline_pinn,3.7429122130561154e-06,0.001665518619120121,0.0019346607488281028,0.0,47.30953598022461,0.00027603821945376694,5.349462291085591,19105
fourier_pinn,3.315576395834796e-05,0.004466612823307514,0.005758104198288527,0.0,58.75654983520508,0.003211029339581728,7.160430804135338,57857
exp_gate_rnn,1.666851829895677e-07,0.00033367887954227626,0.00040827096760554464,0.0,31.639753341674805,0.00030520555446855724,13.23946215893312,66369
