Time	Current	Time	Current	Time	Current	Time	Current	Time	Current
s	A	s	A	s	A	s	A	s	A
	10 ms		20 ms		30 ms		40 ms		50 ms
1.04336599736575	-6.103515625E-7	1.04721399735604	-1.52587890625E-6	1.0470319973565	-2.74658203125E-6	1.04509699736138	-3.0517578125E-6	1.04659299735761	-2.74658203125E-6
1.04345699736552	-1.52587890625E-6	1.04731299735579	-9.1552734375E-7	1.04713199735625	-2.74658203125E-6	1.04519299736114	-1.220703125E-6	1.04669299735735	-2.74658203125E-6
1.04356099736526	-9.1552734375E-7	1.04741999735552	-2.13623046875E-6	1.04723299735599	-6.103515625E-7	1.04529099736089	-2.13623046875E-6	1.0467939973571	-5.4931640625E-6
1.04366199736501	-6.103515625E-7	1.04751899735527	0	1.04733299735574	-1.220703125E-6	1.04538899736065	-3.0517578125E-7	1.04689399735685	-1.8310546875E-6
1.04376299736475	-9.1552734375E-7	1.04761799735502	1.8310546875E-6	1.04743399735548	-1.8310546875E-6	1.04549699736037	1.52587890625E-6	1.04699499735659	-3.35693359375E-6
1.04386499736449	-3.0517578125E-7	1.04771699735477	-2.74658203125E-6	1.04753399735523	-5.4931640625E-6	1.04559299736013	-1.52587890625E-6	1.04709599735634	-3.662109375E-6
1.04395599736426	-6.103515625E-7	1.04781699735452	2.13623046875E-6	1.04763399735498	-1.220703125E-6	1.04569099735988	-1.8310546875E-6	1.04719599735608	-2.13623046875E-6
1.044059997364	-9.1552734375E-7	1.04791599735427	-3.662109375E-6	1.04773399735473	1.8310546875E-6	1.04578899735964	-1.8310546875E-6	1.04729699735583	-2.74658203125E-6
1.04416099736375	-1.52587890625E-6	1.04801499735402	-9.1552734375E-7	1.04783499735447	-2.74658203125E-6	1.04589699735936	-2.74658203125E-6	1.04739699735558	-3.0517578125E-6
1.04426299736349	-3.0517578125E-7	1.04811399735377	-1.8310546875E-6	1.04793599735422	-4.57763671875E-6	1.04599299735912	-1.8310546875E-6	1.04749799735532	-6.103515625E-7
1.04436399736323	-3.0517578125E-7	1.04821299735352	-1.220703125E-6	1.04803599735396	-9.1552734375E-7	1.04609099735887	-2.13623046875E-6	1.04759799735507	-3.0517578125E-6
1.04446599736298	6.103515625E-7	1.04831999735325	-1.8310546875E-6	1.04813699735371	-1.28173828125E-5	1.04618899735863	-2.74658203125E-6	1.04769899735481	-2.74658203125E-6
1.04455699736275	-3.0517578125E-7	1.048418997353	-3.0517578125E-7	1.04823699735346	-4.57763671875E-6	1.04629699735835	-1.52587890625E-6	1.04779899735456	-5.79833984375E-6
1.04466199736248	-1.220703125E-6	1.04851799735275	-1.8310546875E-6	1.0483379973532	0	1.04639299735811	-2.44140625E-6	1.04789999735431	-2.74658203125E-6
1.04476299736223	-9.1552734375E-7	1.04861799735249	1.8310546875E-6	1.04843899735295	-6.103515625E-7	1.04649099735786	-3.35693359375E-6	1.04799999735405	-3.0517578125E-6
1.04486499736197	-1.220703125E-6	1.04871699735224	-6.103515625E-7	1.04853899735269	-4.2724609375E-6	1.04658899735762	-1.52587890625E-6	1.0480999973538	-3.35693359375E-6
1.04495599736174	-1.220703125E-6	1.04881599735199	-2.74658203125E-6	1.04863899735244	-3.0517578125E-6	1.04669699735734	0	1.04820099735355	-2.13623046875E-6
1.04506099736147	-6.103515625E-7	1.04891499735174	-3.0517578125E-6	1.04873999735219	2.13623046875E-6	1.0467919973571	-2.44140625E-6	1.04830199735329	-2.13623046875E-6
1.04516199736122	-1.8310546875E-6	1.04901399735149	-3.0517578125E-7	1.04883999735193	-1.8310546875E-6	1.04689099735685	-2.13623046875E-6	1.04840199735304	-2.44140625E-6
1.04526299736096	-1.220703125E-6	1.04911399735124	1.52587890625E-6	1.04893999735168	-3.96728515625E-6	1.04698899735661	-2.13623046875E-6	1.04850299735278	-1.8310546875E-6
